"","Channel Label","Well Label","Plate","Date","Cell Line","Diff Name","Experiment","Drug","Dose Label","Channel ID","Well ID","Compound ID","Compound Name","Dose [pM]","T Detection Timestamp [µs]","Manually Changed","Mean Slope [V/s]","Mean RR Interval [µs]","RR Interval CV","Mean Peak-to-Peak Amplitude [pV]","Active Channel","Max-Min difference [pV]","Mean Conduction Velocity [cm/s]","Differentiation Method","Culture Age","Dissociation Enzyme","Timepoint","Project","Expanded","Medium","MEA Type","Date of plating","FourScore","cFPD","FPD","RR","norm_cFPD","norm_FPD","norm_RR","norm_cond_vel","norm_PtPA","Variant","Disease"
"131",34,"C4",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","30 nM",196,15,"NIFE","Nifedipine",30000,341400,FALSE,-26.16,2258932.692,0.05,4982292736.981,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,227.149545104483,341.4,2.258932692,1.05996975242036,0.995915985997666,0.882792149598452,NA,0.76399939833273,"WT","Healthy"
"132",34,"C4",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","300 nM",196,15,"NIFE","Nifedipine",3e+05,229000,FALSE,-35.012,1466616.25,0.072,6375378500.889,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,189.093776737671,229,1.46661625,0.882386463158733,0.668028004667444,0.573154444379311,NA,0.977619260038513,"WT","Healthy"
"133",34,"C4",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_NIFE_CARIPLO_002","NIFE","Control",196,15,"NIFE","Nifedipine",0,343600,FALSE,-35.347,2335762,0.026,6295404866.353,TRUE,NA,NA,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,224.822027878694,343.6,2.335762,1.04910863510472,1.00233372228705,0.912817085800262,NA,0.965355868083545,"WT","Healthy"
"134",42,"A1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","1 nM",8,0,"DMSO","DMSO",1000,447200,FALSE,-13.524,2816809.756,0.028,2731949340,TRUE,NA,41.02,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,266.454486234941,447.2,2.816809756,1.05304376925018,1.06223277909739,1.01752843029086,0.98141014905376,0.932743182743183,"WT","Healthy"
"135",42,"A1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","1 pM",8,0,"DMSO","DMSO",0,421000,FALSE,-15.078,2768286.047,0.049,2928940560,TRUE,NA,41.797,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,253.032679187371,421,2.768286047,1,1,1,1,1,"WT","Healthy"
"136",42,"A1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","10 nM",8,0,"DMSO","DMSO",10000,433800,FALSE,-10.218,1911262.903,0.029,1899040205.714,TRUE,NA,56.524,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,313.782943373508,433.8,1.911262903,1.240088609824,1.03040380047506,0.690413804986389,1.35234586214322,0.648371029323313,"WT","Healthy"
"137",42,"A1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","100 nM",8,0,"DMSO","DMSO",1e+05,444200,FALSE,-13.175,1837757.813,0.01,2696436359.815,TRUE,NA,41.137,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,327.66829047285,444.2,1.837757813,1.29496431656645,1.05510688836105,0.663861241865372,0.984209393018638,0.920618327541273,"WT","Healthy"
"138",42,"A1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","3 nM",8,0,"DMSO","DMSO",3000,452200,FALSE,-12.403,2496212.766,0.038,2723245914.25,TRUE,NA,43.134,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,286.213265073571,452.2,2.496212766,1.13113162296965,1.07410926365796,0.901717786247253,1.03198794171831,0.929771655813322,"WT","Healthy"
"139",42,"A1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","30 nM",8,0,"DMSO","DMSO",30000,443200,FALSE,-13.59,2031722.414,0.015,2741814307.119,TRUE,NA,41.498,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,310.933536047749,443.2,2.031722414,1.22882758482553,1.05273159144893,0.733927917673748,0.992846376534201,0.936111283569032,"WT","Healthy"
"140",42,"A1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","Control",8,0,"DMSO","DMSO",0,404800,FALSE,-15.493,2231354.717,0.016,2970371962.667,TRUE,NA,42.781,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,270.991829033321,404.8,2.231354717,1.07097561431048,0.961520190023753,0.806041962107972,1.02354235949949,1.01414552525675,"WT","Healthy"
"141",42,"B3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","1 nM",68,8,"Dofetilide","Dofetilide",1000,427600,FALSE,-8.377,2533569.565,0.023,1571596422.383,TRUE,NA,36.482,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,268.640371801306,427.6,2.533569565,1.06378326542825,1.05009823182711,0.974436506898293,1.25813015139497,0.979770959553554,"WT","Healthy"
"142",42,"B3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","1 pM",68,8,"Dofetilide","Dofetilide",0,407200,FALSE,-8.235,2600035.556,0.052,1604044707.652,TRUE,NA,28.997,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,252.532992886629,407.2,2.600035556,1,1,1,1,1,"WT","Healthy"
"143",42,"B3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","10 nM",68,8,"Dofetilide","Dofetilide",10000,469300,FALSE,-7.904,2158498.182,0.026,1576442780.143,TRUE,NA,40.297,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,319.429271201496,469.3,2.158498182,1.26490114242181,1.15250491159136,0.830180255427245,1.3896954857399,0.982792295390941,"WT","Healthy"
"144",42,"B3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","100 nM",68,8,"Dofetilide","Dofetilide",1e+05,521900,FALSE,-5.365,1832800,0.165,1243126699.569,TRUE,NA,79.335,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,385.504772352776,521.9,1.8328,1.52655210689972,1.28167976424361,0.704913436960706,2.73597268682967,0.774995044488934,"WT","Healthy"
"145",42,"B3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","3 nM",68,8,"Dofetilide","Dofetilide",3000,439200,FALSE,-8.314,2285921.154,0.027,1651099400.83,TRUE,NA,44.555,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,290.490348855953,439.2,2.285921154,1.15030652246839,1.07858546168959,0.879188420606353,1.53653826257889,1.02933502598371,"WT","Healthy"
"146",42,"B3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","30 nM",68,8,"Dofetilide","Dofetilide",30000,495000,FALSE,-6.125,1991308.475,0.016,1363696803.8,TRUE,NA,63.017,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,350.780891804966,495,1.991308475,1.38904975462926,1.21561886051081,0.765877401331969,2.17322481636031,0.850161343567648,"WT","Healthy"
"147",42,"B3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_Dofetilide_CARIPLO_002","Dofetilide","Control",68,8,"Dofetilide","Dofetilide",0,401600,FALSE,-7.458,2284719.608,0.015,1500980022.462,TRUE,NA,21.566,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,265.691248551223,401.6,2.284719608,1.05210509531521,0.986247544204322,0.878726293849191,0.743732110218298,0.935746999632656,"WT","Healthy"
"148",42,"D1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","1 µM",279,18,"ETOH","ETOH",1e+06,431700,FALSE,-5.653,1981935.593,0.024,1282367145.8,TRUE,NA,40.572,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,306.645983150919,431.7,1.981935593,1.17172358825354,1.05292682926829,0.807506520858633,0.951679489585288,0.968418619933001,"WT","Healthy"
"149",42,"D1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","1 pM",279,18,"ETOH","ETOH",0,410000,FALSE,-6.009,2454389.583,0.027,1324186792.163,TRUE,NA,42.632,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,261.70505247571,410,2.454389583,1,1,1,1,1,"WT","Healthy"
"150",42,"D1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","100 nM",279,18,"ETOH","ETOH",1e+05,426000,FALSE,-6.198,2182872.222,0.04,1364610822.109,TRUE,NA,40.751,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,288.333724510776,426,2.182872222,1.10175069905285,1.0390243902439,0.889374790831648,0.955878213548508,1.03052743780956,"WT","Healthy"
"151",42,"D1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","2 µM",279,18,"ETOH","ETOH",2e+06,433600,FALSE,-5.485,1889009.524,0.038,1259276990.813,TRUE,NA,45.062,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,315.480267032411,433.6,1.889009524,1.20548023069479,1.05756097560976,0.769645347700288,1.0569994370426,0.950981385908575,"WT","Healthy"
"152",42,"D1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","30 nM",279,18,"ETOH","ETOH",30000,427600,FALSE,-5.964,2436079.167,0.032,1324342492.408,TRUE,NA,40.936,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,273.963053240165,427.6,2.436079167,1.04683899163771,1.04292682926829,0.992539727137523,0.960217676862451,1.00011758178372,"WT","Healthy"
"153",42,"D1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","300 nM",279,18,"ETOH","ETOH",3e+05,434500,FALSE,-5.607,2132800,0.039,1269923888.357,TRUE,NA,46.096,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,297.519006245432,434.5,2.1328,1.13684853781356,1.05975609756098,0.868973701148568,1.08125351848377,0.959021714967143,"WT","Healthy"
"154",42,"D1",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","Control",279,18,"ETOH","ETOH",0,400200,FALSE,-6.127,2148640,0.048,1338746285.571,TRUE,NA,41.798,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,273.020498985305,400.2,2.14864,1.04323740180999,0.97609756097561,0.875427444315388,0.980437230249578,1.01099504503003,"WT","Healthy"
"155",42,"D3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","1 µM",231,20,"ETOH","ETOH",1e+06,449100,FALSE,-21.386,1804159.091,0.037,4256315412.716,TRUE,NA,43.559,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,334.353319697313,449.1,1.804159091,1.22140700918675,1.08925539655591,0.795313994938065,1.03284013847394,1.38423208758714,"WT","Healthy"
"156",42,"D3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","1 pM",231,20,"ETOH","ETOH",0,412300,FALSE,-12.793,2268486.538,0.051,3074856775.019,TRUE,NA,42.174,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,273.744392477276,412.3,2.268486538,1,1,1,1,1,"WT","Healthy"
"157",42,"D3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","100 nM",231,20,"ETOH","ETOH",1e+05,437600,FALSE,-14.565,2102155.357,0.028,3288607826.947,TRUE,NA,44.172,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,301.817841538512,437.6,2.102155357,1.10255351281238,1.06136308513219,0.926677466137117,1.04737516005122,1.06951577506457,"WT","Healthy"
"158",42,"D3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","2 µM",231,20,"ETOH","ETOH",2e+06,442000,FALSE,-11.726,1769391.045,0.067,2861680075.588,TRUE,NA,42.008,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,332.284709304393,442,1.769391045,1.21385028674871,1.07203492602474,0.779987456553291,0.99606392564139,0.930671014935425,"WT","Healthy"
"159",42,"D3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","30 nM",231,20,"ETOH","ETOH",30000,427100,FALSE,-13.039,2184905.556,0.037,3151685042.836,TRUE,NA,43.336,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,288.943704765857,427.1,2.184905556,1.05552373932132,1.03589619209314,0.963155619132001,1.02755252051027,1.0249859663192,"WT","Healthy"
"160",42,"D3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","300 nM",231,20,"ETOH","ETOH",3e+05,438300,FALSE,-14.191,1970486.667,0.047,3252108562.426,TRUE,NA,43.707,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,312.237255075527,438.3,1.970486667,1.14061607709991,1.06306087800146,0.868634939635687,1.03634940958885,1.05764554266301,"WT","Healthy"
"161",42,"D3",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_ETOH_CARIPLO_002","ETOH","Control",231,20,"ETOH","ETOH",0,403700,FALSE,-12.743,2080214.035,0.018,2986419369.103,TRUE,NA,43.435,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,279.901185772751,403.7,2.080214035,1.02249102982442,0.979141401891826,0.917005236819263,1.02989993835064,0.971238528365129,"WT","Healthy"
"162",43,"A5",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","1 nM",105,4,"DMSO","DMSO",1000,465700,FALSE,-18.585,2485372.34,0.068,3858289853.25,TRUE,NA,43.17,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,295.40001129131,465.7,2.48537234,1.06171863486607,1.04651685393258,0.971568831480146,0.977825092301071,0.92145424237788,"WT","Healthy"
"163",43,"A5",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","1 pM",105,4,"DMSO","DMSO",0,445000,FALSE,-21.321,2558102.174,0.044,4187174659.149,TRUE,NA,44.149,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,278.228149709902,445,2.558102174,1,1,1,1,1,"WT","Healthy"
"164",43,"A5",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","10 nM",105,4,"DMSO","DMSO",10000,474800,FALSE,-17.921,1915286.885,0.024,3723576281.226,TRUE,NA,42.975,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,343.078729305189,474.8,1.915286885,1.23308417808516,1.06696629213483,0.748713989795468,0.973408231217015,0.889281337498058,"WT","Healthy"
"165",43,"A5",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","100 nM",105,4,"DMSO","DMSO",1e+05,475200,FALSE,-17.564,1723131.884,0.022,3656819499.086,TRUE,NA,42.5,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,362.007170311853,475.2,1.723131884,1.30111626264023,1.06786516853933,0.67359775599018,0.962649210627647,0.87333818069801,"WT","Healthy"
"166",43,"A5",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","3 nM",105,4,"DMSO","DMSO",3000,471900,FALSE,-16.957,2073617.544,0.039,3570248770.345,TRUE,NA,42.774,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,327.706947029678,471.9,2.073617544,1.1778353389884,1.06044943820225,0.810607787709108,0.968855466714988,0.852662967508171,"WT","Healthy"
"167",43,"A5",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","30 nM",105,4,"DMSO","DMSO",30000,469300,FALSE,-17.662,1811975.385,0.017,3698979988.545,TRUE,NA,42.448,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,348.637747813216,469.3,1.811975385,1.25306425024473,1.05460674157303,0.708327995424314,0.961471381005232,0.883407139576255,"WT","Healthy"
"168",43,"A5",7553,20251014,"WTC-11","2024_DIFF19_CA","20251014_DMSO_CARIPLO_002","DMSO","Control",105,4,"DMSO","DMSO",0,443000,FALSE,-18.69,1986010,0.019,3788744870.951,TRUE,NA,44.131,"Stanford_Expanded","D11+15","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20251002,3,314.349671437638,443,1.98601,1.12982698467211,0.995505617977528,0.776360702158568,0.999592289746087,0.90484519499863,"WT","Healthy"
"169",13,"A5",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_DMSO_CARIPLO_001","DMSO","1 nM",98,4,"DMSO","DMSO",1000,453700,FALSE,-5.491,8396338.462,0.2,1351665452.571,FALSE,NA,37.605,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,156.575501281885,453.7,8.396338462,1.02802253437369,0.971104452054795,0.892332315772581,1.92875827050315,1.16955344082018,"KCNH2-p.A561V","LQT2"
"170",13,"A5",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_DMSO_CARIPLO_001","DMSO","1 pM",98,4,"DMSO","DMSO",0,467200,FALSE,-4.98,9409430,0.558,1155710722.909,FALSE,NA,19.497,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,152.307460241887,467.2,9.40943,1,1,1,1,1,"KCNH2-p.A561V","LQT2"
"171",13,"A5",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_DMSO_CARIPLO_001","DMSO","10 nM",98,4,"DMSO","DMSO",10000,434300,FALSE,-5.117,4435507.692,0.411,1234487142.222,TRUE,NA,30.9,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,206.214006894112,434.3,4.435507692,1.35393241123326,0.929580479452055,0.47138962636419,1.58485920910909,1.06816274847283,"KCNH2-p.A561V","LQT2"
"172",13,"A5",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_DMSO_CARIPLO_001","DMSO","100 nM",98,4,"DMSO","DMSO",1e+05,426300,FALSE,-4.687,3720996.774,0.201,1117111206.375,TRUE,NA,27.284,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,220.996647689018,426.3,3.720996774,1.45099030170972,0.912457191780822,0.395454004546503,1.3993947786839,0.966601057021568,"KCNH2-p.A561V","LQT2"
"173",13,"A5",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_DMSO_CARIPLO_001","DMSO","3 nM",98,4,"DMSO","DMSO",3000,447300,FALSE,-5.117,5293028.571,0.364,1363858728,TRUE,NA,31.139,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,194.422614514211,447.3,5.293028571,1.27651406047634,0.957405821917808,0.56252382673552,1.59711750525722,1.18010389707822,"KCNH2-p.A561V","LQT2"
"174",13,"A5",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_DMSO_CARIPLO_001","DMSO","30 nM",98,4,"DMSO","DMSO",30000,434300,FALSE,-4.746,4167475,0.244,1141338498.207,TRUE,NA,23.196,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,212.742044080619,434.3,4.167475,1.39679332675335,0.929580479452055,0.442904086644993,1.18972149561471,0.987564167730638,"KCNH2-p.A561V","LQT2"
"175",13,"A5",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_DMSO_CARIPLO_001","DMSO","Control",98,4,"DMSO","DMSO",0,442900,FALSE,-5.634,7710764.286,0.385,1319163675.2,FALSE,NA,38.555,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,159.498633534532,442.9,7.710764286,1.0472148460832,0.94798801369863,0.819471985656942,1.9774837154434,1.14143067901938,"KCNH2-p.A561V","LQT2"
"176",13,"B4",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","1 nM",86,9,"Dofetilide","Dofetilide",1000,629600,FALSE,-2.336,4120551.852,0.433,720452706.429,TRUE,NA,15.474,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,310.160885264463,629.6,4.120551852,1.15367070887771,0.962691131498471,0.696322148804732,1.02118392397545,0.966736511097195,"KCNH2-p.A561V","LQT2"
"177",13,"B4",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","1 pM",86,9,"Dofetilide","Dofetilide",0,654000,FALSE,-2.53,5917594.118,0.596,745242057.333,FALSE,NA,15.153,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,268.846979365705,654,5.917594118,1,1,1,1,1,"KCNH2-p.A561V","LQT2"
"178",13,"B4",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","10 nM",86,9,"Dofetilide","Dofetilide",10000,746500,FALSE,-1.751,6283057.895,0.227,579115444.2,TRUE,NA,19.866,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,297.813431906788,746.5,6.283057895,1.10774326945917,1.1414373088685,1.06175884484682,1.31102751930311,0.777083685094857,"KCNH2-p.A561V","LQT2"
"179",13,"B4",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","100 nM",86,9,"Dofetilide","Dofetilide",1e+05,1047152,TRUE,-1.431,4503496,0.188,478514666.769,TRUE,NA,39.09,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,493.440549728108,1047.152,4.503496,1.83539555062992,1.6011498470948,0.761034959511902,2.57968719065532,0.642092944246145,"KCNH2-p.A561V","LQT2"
"180",13,"B4",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","3 nM",86,9,"Dofetilide","Dofetilide",3000,682100,FALSE,-2.06,6835464.706,0.518,632530893.333,FALSE,NA,69.06,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,260.893961278207,682.1,6.835464706,0.970418049307224,1.04296636085627,1.15510874346857,4.55751336369036,0.848758986572283,"KCNH2-p.A561V","LQT2"
"181",13,"B4",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","30 nM",86,9,"Dofetilide","Dofetilide",30000,886600,FALSE,-1.99,4675650,0.248,624664224.96,TRUE,NA,61.88,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,410.021594185471,886.6,4.67565,1.52511140408883,1.35565749235474,0.790126849994277,4.08367979937966,0.838203129860233,"KCNH2-p.A561V","LQT2"
"182",13,"B4",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","Control",86,9,"Dofetilide","Dofetilide",0,687300,FALSE,-1.667,10502490,0.402,559957905.818,FALSE,NA,28.736,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,212.08023969156,687.3,10.50249,0.788851115946792,1.05091743119266,1.77479052982931,1.89639015376493,0.751377220740766,"KCNH2-p.A561V","LQT2"
"183",21,"B2",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","1 nM",41,7,"Dofetilide","Dofetilide",1000,419000,FALSE,-0.191,5837984.211,1.497,135000079.8,TRUE,NA,21.127,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,173.413364734375,419,5.837984211,1.48342429142866,0.989374262101535,0.444826286818615,1.09127066115702,0.787452630115078,"KCNH2-p.A561V","LQT2"
"184",21,"B2",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","1 pM",41,7,"Dofetilide","Dofetilide",0,423500,FALSE,-0.368,13124188.889,0.408,171438985.2,FALSE,NA,19.36,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,116.900717978242,423.5,13.124188889,1,1,1,1,1,"KCNH2-p.A561V","LQT2"
"185",21,"B2",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","10 nM",41,7,"Dofetilide","Dofetilide",10000,444200,FALSE,-0.302,6016063.158,0.323,173143659.6,TRUE,NA,25.69,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,181.101630650913,444.2,6.016063158,1.54919177386592,1.04887839433294,0.458395045124834,1.32696280991736,1.00994332997253,"KCNH2-p.A561V","LQT2"
"186",21,"B2",7899,20251014,"SCVI498c1","2024_DIFF9_CA","20251014_Dofetilide_CARIPLO_001","Dofetilide","100 nM",41,7,"Dofetilide","Dofetilide",1e+05,872493,TRUE,-0.303,4959352.174,0.285,174115701.5,FALSE,NA,18.312,"Stanford_Expanded","D11+25","Tryple",0,"CARIPLO","Yes","RBK1","MWMEA24",20250924,2,391.786508422338,872.493,4.959352174,3.35144655394895,2.06019598583235,0.377878756237398,0.945867768595041,1.01561322995979,"KCNH2-p.A561V","LQT2"
