,21728047
Time,Voltage
2249.804688,-8.377075195
2250,-8.499145508
2250.203125,-8.673095703
2250.40625,-8.889770508
2250.601563,-8.984375
2250.804688,-9.140014648
2251,-9.368896484
2251.203125,-9.426879883
2251.40625,-9.677124023
2251.601563,-9.777832031
2251.804688,-9.976196289
2252,-10.15625
2252.203125,-10.3302002
2252.40625,-10.50720215
2252.601563,-10.69335938
2252.804688,-10.87341309
2253,-11.02905273
2253.203125,-11.17858887
2253.40625,-11.33728027
2253.601563,-11.5234375
2253.804688,-11.66687012
2254,-11.91711426
2254.203125,-12.15820313
2254.40625,-12.35656738
2254.601563,-12.51220703
2254.804688,-12.71362305
2255,-12.87231445
2255.203125,-13.08288574
2255.40625,-13.29650879
2255.601563,-13.4765625
2255.804688,-13.70544434
2256,-13.86108398
2256.203125,-14.01367188
2256.40625,-14.24865723
2256.601563,-14.40124512
2256.804688,-14.55688477
2257,-14.80102539
2257.203125,-14.97497559
2257.40625,-15.13977051
2257.601563,-15.24963379
2257.804688,-15.43273926
2258,-15.63110352
2258.203125,-15.75012207
2258.40625,-15.95458984
2258.601563,-16.14379883
2258.804688,-16.33911133
2259,-16.49780273
2259.203125,-16.61682129
2259.40625,-16.81213379
2259.601563,-17.05322266
2259.804688,-17.26379395
2260,-17.50183105
2260.203125,-17.70629883
2260.40625,-17.95959473
2260.601563,-18.13659668
2260.804688,-18.35632324
2261,-18.50280762
2261.203125,-18.73168945
2261.40625,-18.97277832
2261.601563,-19.140625
2261.804688,-19.40307617
2262,-19.6472168
2262.203125,-19.88525391
2262.40625,-20.14160156
2262.601563,-20.39794922
2262.804688,-20.56274414
2263,-20.72143555
2263.203125,-21.02661133
2263.40625,-21.20666504
2263.601563,-21.40197754
2263.804688,-21.72851563
2264,-21.87805176
2264.203125,-22.09777832
2264.40625,-22.30834961
2264.601563,-22.52807617
2264.804688,-22.72949219
2265,-22.88208008
2265.203125,-23.1262207
2265.40625,-23.33068848
2265.601563,-23.59619141
2265.804688,-23.78845215
2266,-24.02648926
2266.203125,-24.23400879
2266.40625,-24.47509766
2266.601563,-24.65209961
2266.804688,-24.91149902
2267,-25.08239746
2267.203125,-25.28381348
2267.40625,-25.52185059
2267.601563,-25.72631836
2267.804688,-25.98571777
2268,-26.26647949
2268.203125,-26.46484375
2268.40625,-26.67541504
2268.601563,-26.99584961
2268.804688,-27.16064453
2269,-27.40478516
2269.203125,-27.71606445
2269.40625,-27.97241211
2269.601563,-28.23791504
2269.804688,-28.50341797
2270,-28.69567871
2270.203125,-28.94287109
2270.40625,-29.10766602
2270.601563,-29.34265137
2270.804688,-29.50439453
2271,-29.76989746
2271.203125,-29.96826172
2271.40625,-30.2154541
2271.601563,-30.51452637
2271.804688,-30.72509766
2272,-30.96923828
2272.203125,-31.19812012
2272.40625,-31.4666748
2272.601563,-31.70776367
2272.804688,-31.90612793
2273,-32.08312988
2273.203125,-32.31201172
2273.40625,-32.52868652
2273.601563,-32.82775879
2273.804688,-32.99865723
2274,-33.21838379
2274.203125,-33.56628418
2274.40625,-33.79821777
2274.601563,-34.01794434
2274.804688,-34.26818848
2275,-34.46655273
2275.203125,-34.71069336
2275.40625,-34.93347168
2275.601563,-35.16235352
2275.804688,-35.43395996
2276,-35.57128906
2276.203125,-35.86425781
2276.40625,-36.10839844
2276.601563,-36.37390137
2276.804688,-36.61804199
2277,-36.81640625
2277.203125,-37.06359863
2277.40625,-37.31079102
2277.601563,-37.54882813
2277.804688,-37.83569336
2278,-38.07067871
2278.203125,-38.27819824
2278.40625,-38.47045898
2278.601563,-38.77868652
2278.804688,-39.05639648
2279,-39.31274414
2279.203125,-39.53857422
2279.40625,-39.74914551
2279.601563,-40.07873535
2279.804688,-40.32592773
2280,-40.52734375
2280.203125,-40.79589844
2280.40625,-40.9942627
2280.601563,-41.2322998
2280.804688,-41.54663086
2281,-41.73278809
2281.203125,-41.9342041
2281.40625,-42.20581055
2281.601563,-42.44995117
2281.804688,-42.71850586
2282,-42.95959473
2282.203125,-43.19458008
2282.40625,-43.46008301
2282.601563,-43.65539551
2282.804688,-43.87512207
2283,-44.09484863
2283.203125,-44.32678223
2283.40625,-44.56481934
2283.601563,-44.73876953
2283.804688,-45.00732422
2284,-45.22399902
2284.203125,-45.37963867
2284.40625,-45.60852051
2284.601563,-45.82519531
2284.804688,-46.09069824
2285,-46.24633789
2285.203125,-46.40808105
2285.40625,-46.68273926
2285.601563,-46.94824219
2285.804688,-47.03369141
2286,-47.27478027
2286.203125,-47.52502441
2286.40625,-47.67456055
2286.601563,-47.85766602
2286.804688,-48.04077148
2287,-48.2421875
2287.203125,-48.46496582
2287.40625,-48.5748291
2287.601563,-48.77624512
2287.804688,-48.97155762
2288,-49.18518066
2288.203125,-49.32556152
2288.40625,-49.45068359
2288.601563,-49.67041016
2288.804688,-49.85046387
2289,-50.09155273
2289.203125,-50.20751953
2289.40625,-50.44250488
2289.601563,-50.70495605
2289.804688,-50.90026855
2290,-51.01623535
2290.203125,-51.16577148
2290.40625,-51.32446289
2290.601563,-51.51977539
2290.804688,-51.66320801
2291,-51.89819336
2291.203125,-52.07214355
2291.40625,-52.23083496
2291.601563,-52.41088867
2291.804688,-52.59094238
2292,-52.70385742
2292.203125,-52.90222168
2292.40625,-53.02734375
2292.601563,-53.28369141
2292.804688,-53.43322754
2293,-53.5949707
2293.203125,-53.75061035
2293.40625,-53.86352539
2293.601563,-54.03747559
2293.804688,-54.22668457
2294,-54.41894531
2294.203125,-54.64477539
2294.40625,-54.7454834
2294.601563,-54.83093262
2294.804688,-55.04760742
2295,-55.1574707
2295.203125,-55.32531738
2295.40625,-55.44433594
2295.601563,-55.61828613
2295.804688,-55.81054688
2296,-55.91125488
2296.203125,-56.10046387
2296.40625,-56.21337891
2296.601563,-56.35070801
2296.804688,-56.56738281
2297,-56.640625
2297.203125,-56.74133301
2297.40625,-56.99768066
2297.601563,-57.04956055
2297.804688,-57.17468262
2298,-57.41271973
2298.203125,-57.51647949
2298.40625,-57.68432617
2298.601563,-57.82775879
2298.804688,-57.95288086
2299,-58.07800293
2299.203125,-58.15734863
2299.40625,-58.29162598
2299.601563,-58.44116211
2299.804688,-58.59375
2300,-58.71276855
2300.203125,-58.85620117
2300.40625,-58.97827148
2300.601563,-59.03320313
2300.804688,-59.17663574
2301,-59.30480957
2301.203125,-59.4543457
2301.40625,-59.52758789
2301.601563,-59.62524414
2301.804688,-59.7869873
2302,-59.89685059
2302.203125,-60.00671387
2302.40625,-60.14099121
2302.601563,-60.23864746
2302.804688,-60.25695801
2303,-60.33325195
2303.203125,-60.49194336
2303.40625,-60.64147949
2303.601563,-60.65673828
2303.804688,-60.8581543
2304,-60.91918945
2304.203125,-60.95275879
2304.40625,-61.02294922
2304.601563,-61.08398438
2304.804688,-61.25488281
2305,-61.38000488
2305.203125,-61.4440918
2305.40625,-61.54785156
2305.601563,-61.60888672
2305.804688,-61.71875
2306,-61.82556152
2306.203125,-61.95983887
2306.40625,-62.0300293
2306.601563,-62.10327148
2306.804688,-62.21923828
2307,-62.27111816
2307.203125,-62.38098145
2307.40625,-62.4206543
2307.601563,-62.53051758
2307.804688,-62.65563965
2308,-62.7532959
2308.203125,-62.81738281
2308.40625,-62.90283203
2308.601563,-62.890625
2308.804688,-63.02185059
2309,-63.1072998
2309.203125,-63.23547363
2309.40625,-63.27514648
2309.601563,-63.31481934
2309.804688,-63.36364746
2310,-63.4979248
2310.203125,-63.61083984
2310.40625,-63.65356445
2310.601563,-63.66577148
2310.804688,-63.78173828
2311,-63.91296387
2311.203125,-64.0411377
2311.40625,-64.03503418
2311.601563,-64.0625
2311.804688,-64.13574219
2312,-64.25476074
2312.203125,-64.37683105
2312.40625,-64.453125
2312.601563,-64.50805664
2312.804688,-64.59655762
2313,-64.63012695
2313.203125,-64.64233398
2313.40625,-64.77966309
2313.601563,-64.79187012
2313.804688,-64.84069824
2314,-64.96276855
2314.203125,-65.16418457
2314.40625,-65.18249512
2314.601563,-65.20385742
2314.804688,-65.32592773
2315,-65.38085938
2315.203125,-65.45715332
2315.40625,-65.48461914
2315.601563,-65.5090332
2315.804688,-65.6036377
2316,-65.66162109
2316.203125,-65.71655273
2316.40625,-65.80810547
2316.601563,-65.88745117
2316.804688,-65.94543457
2317,-65.97290039
2317.203125,-66.05834961
2317.40625,-66.12854004
2317.601563,-66.12548828
2317.804688,-66.22314453
2318,-66.25671387
2318.203125,-66.41235352
2318.40625,-66.4855957
2318.601563,-66.53747559
2318.804688,-66.63208008
2319,-66.60461426
2319.203125,-66.69006348
2319.40625,-66.78771973
2319.601563,-66.80603027
2319.804688,-66.86096191
2320,-66.96472168
2320.203125,-67.01965332
2320.40625,-67.07458496
2320.601563,-67.14782715
2320.804688,-67.19360352
2321,-67.1661377
2321.203125,-67.24243164
2321.40625,-67.33703613
2321.601563,-67.42248535
2321.804688,-67.41638184
2322,-67.45300293
2322.203125,-67.63305664
2322.40625,-67.66052246
2322.601563,-67.70324707
2322.804688,-67.7734375
2323,-67.77954102
2323.203125,-67.84362793
2323.40625,-67.90771484
2323.601563,-67.95349121
2323.804688,-68.12133789
2324,-68.06945801
2324.203125,-68.14880371
2324.40625,-68.15795898
2324.601563,-68.19763184
2324.804688,-68.2800293
2325,-68.32580566
2325.203125,-68.35632324
2325.40625,-68.42041016
2325.601563,-68.51806641
2325.804688,-68.56384277
2326,-68.57299805
2326.203125,-68.60961914
2326.40625,-68.77441406
2326.601563,-68.74694824
2326.804688,-68.76525879
2327,-68.75305176
2327.203125,-68.81103516
2327.40625,-68.82019043
2327.601563,-68.85375977
2327.804688,-69.01550293
2328,-69.07958984
2328.203125,-69.07348633
2328.40625,-69.140625
2328.601563,-69.14672852
2328.804688,-69.18640137
2329,-69.19555664
2329.203125,-69.30541992
2329.40625,-69.31762695
2329.601563,-69.42749023
2329.804688,-69.5098877
2330,-69.48852539
2330.203125,-69.54345703
2330.40625,-69.58007813
2330.601563,-69.68688965
2330.804688,-69.66552734
2331,-69.75708008
2331.203125,-69.79064941
2331.40625,-69.8638916
2331.601563,-69.87609863
2331.804688,-69.90966797
2332,-69.90966797
2332.203125,-70.01037598
2332.40625,-70.0378418
2332.601563,-70.11108398
2332.804688,-70.18127441
2333,-70.1965332
2333.203125,-70.20263672
2333.40625,-70.27282715
2333.601563,-70.30944824
2333.804688,-70.33691406
2334,-70.45288086
2334.203125,-70.54138184
2334.40625,-70.4864502
2334.601563,-70.4864502
2334.804688,-70.56274414
2335,-70.65734863
2335.203125,-70.67871094
2335.40625,-70.73669434
2335.601563,-70.80688477
2335.804688,-70.84350586
2336,-70.84350586
2336.203125,-70.87402344
2336.40625,-70.97167969
2336.601563,-71.0144043
2336.804688,-71.06628418
2337,-71.08154297
2337.203125,-71.13952637
2337.40625,-71.16394043
2337.601563,-71.24633789
2337.804688,-71.26159668
2338,-71.28295898
2338.203125,-71.35314941
2338.40625,-71.36535645
2338.601563,-71.38366699
2338.804688,-71.48132324
2339,-71.53015137
2339.203125,-71.58508301
2339.40625,-71.6217041
2339.601563,-71.68273926
2339.804688,-71.77429199
2340,-71.86279297
2340.203125,-71.82006836
2340.40625,-71.85974121
2340.601563,-71.92993164
2340.804688,-72.01843262
2341,-72.03674316
2341.203125,-72.03369141
2341.40625,-72.06115723
2341.601563,-72.09472656
2341.804688,-72.13745117
2342,-72.2076416
2342.203125,-72.265625
2342.40625,-72.26867676
2342.601563,-72.27478027
2342.804688,-72.34802246
2343,-72.41210938
2343.203125,-72.45483398
2343.40625,-72.46704102
2343.601563,-72.46398926
2343.804688,-72.61047363
2344,-72.61352539
2344.203125,-72.59216309
2344.40625,-72.61657715
2344.601563,-72.67456055
2344.804688,-72.76916504
2345,-72.83325195
2345.203125,-72.81188965
2345.40625,-72.79663086
2345.601563,-72.87902832
2345.804688,-72.92175293
2346,-73.05603027
2346.203125,-73.08349609
2346.40625,-73.05297852
2346.601563,-73.01940918
2346.804688,-73.1048584
2347,-73.12316895
2347.203125,-73.14453125
2347.40625,-73.12316895
2347.601563,-73.13842773
2347.804688,-73.36120605
2348,-73.3001709
2348.203125,-73.34289551
2348.40625,-73.3795166
2348.601563,-73.37036133
2348.804688,-73.3795166
2349,-73.41003418
2349.203125,-73.48632813
2349.40625,-73.54431152
2349.601563,-73.51989746
2349.804688,-73.58398438
2350,-73.56872559
2350.203125,-73.61755371
2350.40625,-73.68774414
2350.601563,-73.69384766
2350.804688,-73.72131348
2351,-73.78845215
2351.203125,-73.87084961
2351.40625,-73.9074707
2351.601563,-73.8494873
2351.804688,-73.88916016
2352,-73.91357422
2352.203125,-73.98681641
2352.40625,-74.02648926
2352.601563,-74.06005859
2352.804688,-74.10583496
2353,-74.18212891
2353.203125,-74.15161133
2353.40625,-74.14245605
2353.601563,-74.18823242
2353.804688,-74.23706055
2354,-74.29199219
2354.203125,-74.45678711
2354.40625,-74.40490723
2354.601563,-74.40795898
2354.804688,-74.44763184
2355,-74.48730469
2355.203125,-74.52697754
2355.40625,-74.59106445
2355.601563,-74.64599609
2355.804688,-74.67346191
2356,-74.6307373
2356.203125,-74.67041016
2356.40625,-74.72839355
2356.601563,-74.8260498
2356.804688,-74.83215332
2357,-74.91455078
2357.203125,-74.9420166
2357.40625,-75.03356934
2357.601563,-75.04577637
2357.804688,-74.98168945
2358,-75.00610352
2358.203125,-75.10986328
2358.40625,-75.13427734
2358.601563,-75.10070801
2358.804688,-75.22888184
2359,-75.26550293
2359.203125,-75.32958984
2359.40625,-75.38146973
2359.601563,-75.3692627
2359.804688,-75.38146973
2360,-75.3692627
2360.203125,-75.40893555
2360.40625,-75.46691895
2360.601563,-75.49133301
2360.804688,-75.51879883
2361,-75.52185059
2361.203125,-75.62255859
2361.40625,-75.65002441
2361.601563,-75.68054199
2361.804688,-75.7019043
2362,-75.70495605
2362.203125,-75.8026123
2362.40625,-75.80871582
2362.601563,-75.79956055
2362.804688,-75.8392334
2363,-75.84838867
2363.203125,-75.89416504
2363.40625,-75.96740723
2363.601563,-75.98571777
2363.804688,-76.04370117
2364,-76.08032227
2364.203125,-76.07116699
2364.40625,-76.08032227
2364.601563,-76.13220215
2364.804688,-76.07727051
2365,-76.11083984
2365.203125,-76.15356445
2365.40625,-76.22680664
2365.601563,-76.23291016
2365.804688,-76.24511719
2366,-76.32141113
2366.203125,-76.36108398
2366.40625,-76.35192871
2366.601563,-76.3671875
2366.804688,-76.38549805
2367,-76.42822266
2367.203125,-76.41601563
2367.40625,-76.44348145
2367.601563,-76.49230957
2367.804688,-76.51367188
2368,-76.56860352
2368.203125,-76.60827637
2368.40625,-76.63269043
2368.601563,-76.62963867
2368.804688,-76.6204834
2369,-76.64489746
2369.203125,-76.7364502
2369.40625,-76.79443359
2369.601563,-76.76391602
2369.804688,-76.75170898
2370,-76.75170898
2370.203125,-76.77001953
2370.40625,-76.83410645
2370.601563,-76.84631348
2370.804688,-76.84020996
2371,-77.02026367
2371.203125,-76.95922852
2371.40625,-77.01721191
2371.601563,-77.00195313
2371.804688,-77.02636719
2372,-77.03552246
2372.203125,-77.02026367
2372.40625,-77.08740234
2372.601563,-77.13928223
2372.804688,-77.16369629
2373,-77.18811035
2373.203125,-77.18811035
2373.40625,-77.24304199
2373.601563,-77.26135254
2373.804688,-77.23083496
2374,-77.26745605
2374.203125,-77.4810791
2374.40625,-77.47497559
2374.601563,-77.45056152
2374.804688,-77.50854492
2375,-77.5177002
2375.203125,-77.54211426
2375.40625,-77.56652832
2375.601563,-77.59094238
2375.804688,-77.56347656
2376,-77.59399414
2376.203125,-77.64892578
2376.40625,-77.71911621
2376.601563,-77.74353027
2376.804688,-77.75268555
2377,-77.81066895
2377.203125,-77.85339355
2377.40625,-77.9296875
2377.601563,-77.94799805
2377.804688,-77.99682617
2378,-77.92663574
2378.203125,-78.01513672
2378.40625,-78.0456543
2378.601563,-78.07006836
2378.804688,-78.0670166
2379,-78.00292969
2379.203125,-78.0670166
2379.40625,-78.17687988
2379.601563,-78.15246582
2379.804688,-78.14331055
2380,-78.22570801
2380.203125,-78.24401855
2380.40625,-78.27453613
2380.601563,-78.29284668
2380.804688,-78.27148438
2381,-78.32336426
2381.203125,-78.33251953
2381.40625,-78.3996582
2381.601563,-78.45153809
2381.804688,-78.4362793
2382,-78.46374512
2382.203125,-78.47595215
2382.40625,-78.54919434
2382.601563,-78.54309082
2382.804688,-78.51257324
2383,-78.49121094
2383.203125,-78.58276367
2383.40625,-78.61633301
2383.601563,-78.68652344
2383.804688,-78.6895752
2384,-78.67736816
2384.203125,-78.66210938
2384.40625,-78.76586914
2384.601563,-78.82080078
2384.804688,-78.88183594
2385,-78.80859375
2385.203125,-78.85131836
2385.40625,-78.86047363
2385.601563,-78.87878418
2385.804688,-78.91540527
2386,-78.98864746
2386.203125,-79.00390625
2386.40625,-79.00390625
2386.601563,-78.99475098
2386.804688,-78.94287109
2387,-79.01000977
2387.203125,-78.92150879
2387.40625,-78.96728516
2387.601563,-79.05273438
2387.804688,-79.12597656
2388,-79.07104492
2388.203125,-79.08630371
2388.40625,-79.13818359
2388.601563,-79.17480469
2388.804688,-79.22973633
2389,-79.17480469
2389.203125,-79.23278809
2389.40625,-79.25109863
2389.601563,-79.31213379
2389.804688,-79.29077148
2390,-79.2388916
2390.203125,-79.25720215
2390.40625,-79.29992676
2390.601563,-79.33349609
2390.804688,-79.38232422
2391,-79.38232422
2391.203125,-79.39453125
2391.40625,-79.40979004
2391.601563,-79.40063477
2391.804688,-79.42504883
2392,-79.53796387
2392.203125,-79.48303223
2392.40625,-79.52575684
2392.601563,-79.56848145
2392.804688,-79.62036133
2393,-79.58984375
2393.203125,-79.55627441
2393.40625,-79.63256836
2393.601563,-79.63562012
2393.804688,-79.67529297
2394,-79.76074219
2394.203125,-79.86450195
2394.40625,-79.78515625
2394.601563,-79.80651855
2394.804688,-79.81872559
2395,-79.80957031
2395.203125,-79.81872559
2395.40625,-79.8614502
2395.601563,-79.91638184
2395.804688,-79.90112305
2396,-79.91333008
2396.203125,-79.93164063
2396.40625,-79.99267578
2396.601563,-79.96520996
2396.804688,-79.98962402
2397,-80.09643555
2397.203125,-80.04150391
2397.40625,-80.11474609
2397.601563,-80.07507324
2397.804688,-80.11474609
2398,-80.09033203
2398.203125,-80.09033203
2398.40625,-80.13000488
2398.601563,-80.16052246
2398.804688,-80.29785156
2399,-80.28564453
2399.203125,-80.20629883
2399.40625,-80.2520752
2399.601563,-80.29174805
2399.804688,-80.31311035
2400,-80.40161133
2400.203125,-80.45654297
2400.40625,-80.39855957
2400.601563,-80.36499023
2400.804688,-80.4901123
2401,-80.48095703
2401.203125,-80.48400879
2401.40625,-80.50537109
2401.601563,-80.50537109
2401.804688,-80.50842285
2402,-80.59082031
2402.203125,-80.57861328
2402.40625,-80.55419922
2402.601563,-80.59692383
2402.804688,-80.63964844
2403,-80.65185547
2403.203125,-80.73120117
2403.40625,-80.73730469
2403.601563,-80.72509766
2403.804688,-80.74035645
2404,-80.71899414
2404.203125,-80.75561523
2404.40625,-80.77697754
2404.601563,-80.85632324
2404.804688,-80.82275391
2405,-80.77697754
2405.203125,-80.82275391
2405.40625,-80.92041016
2405.601563,-80.85327148
2405.804688,-80.88378906
2406,-80.95092773
2406.203125,-80.96008301
2406.40625,-80.84106445
2406.601563,-80.89294434
2406.804688,-80.95397949
2407,-80.95703125
2407.203125,-80.9753418
2407.40625,-80.96618652
2407.601563,-80.94482422
2407.804688,-80.99060059
2408,-81.02722168
2408.203125,-81.03027344
2408.40625,-81.09436035
2408.601563,-81.03637695
2408.804688,-81.04858398
2409,-81.01196289
2409.203125,-81.12792969
2409.40625,-81.08825684
2409.601563,-81.1706543
2409.804688,-81.08215332
2410,-81.12182617
2410.203125,-81.14318848
2410.40625,-81.08520508
2410.601563,-81.16149902
2410.804688,-81.18286133
2411,-81.21337891
2411.203125,-81.20117188
2411.40625,-81.20117188
2411.601563,-81.25610352
2411.804688,-81.28051758
2412,-81.21948242
2412.203125,-81.26220703
2412.40625,-81.26831055
2412.601563,-81.32629395
2412.804688,-81.33544922
2413,-81.39038086
2413.203125,-81.35681152
2413.40625,-81.35070801
2413.601563,-81.32019043
2413.804688,-81.3873291
2414,-81.43615723
2414.203125,-81.5032959
2414.40625,-81.47583008
2414.601563,-81.43615723
2414.804688,-81.51550293
2415,-81.57043457
2415.203125,-81.51550293
2415.40625,-81.48498535
2415.601563,-81.57043457
2415.804688,-81.57958984
2416,-81.59790039
2416.203125,-81.61010742
2416.40625,-81.63146973
2416.601563,-81.65893555
2416.804688,-81.65588379
2417,-81.64978027
2417.203125,-81.71691895
2417.40625,-81.7565918
2417.601563,-81.75048828
2417.804688,-81.67724609
2418,-81.66809082
2418.203125,-81.72302246
2418.40625,-81.77490234
2418.601563,-81.78405762
2418.804688,-81.83288574
2419,-81.81762695
2419.203125,-81.86645508
2419.40625,-81.86950684
2419.601563,-81.84814453
2419.804688,-81.84509277
2420,-81.89697266
2420.203125,-81.93664551
2420.40625,-81.99157715
2420.601563,-81.94885254
2420.804688,-81.95495605
2421,-81.92138672
2421.203125,-81.96411133
2421.40625,-81.9732666
2421.601563,-82.04650879
2421.804688,-81.97937012
2422,-82.05871582
2422.203125,-82.0526123
2422.40625,-82.03430176
2422.601563,-82.06787109
2422.804688,-82.08618164
2423,-82.08618164
2423.203125,-82.1472168
2423.40625,-82.1472168
2423.601563,-82.19604492
2423.804688,-82.18994141
2424,-82.18078613
2424.203125,-82.20825195
2424.40625,-82.24487305
2424.601563,-82.15332031
2424.804688,-82.23571777
2425,-82.24487305
2425.203125,-82.26928711
2425.40625,-82.22045898
2425.601563,-82.19909668
2425.804688,-82.22045898
2426,-82.27233887
2426.203125,-82.30895996
2426.40625,-82.26013184
2426.601563,-82.29980469
2426.804688,-82.29980469
2427,-82.29064941
2427.203125,-82.2265625
2427.40625,-82.31811523
2427.601563,-82.25097656
2427.804688,-82.32421875
2428,-82.31506348
2428.203125,-82.33642578
2428.40625,-82.32421875
2428.601563,-82.30895996
2428.804688,-82.2052002
2429,-82.33337402
2429.203125,-82.40661621
2429.40625,-82.36694336
2429.601563,-82.36694336
2429.804688,-82.38220215
2430,-82.38830566
2430.203125,-82.36999512
2430.40625,-82.36083984
2430.601563,-82.33642578
2430.804688,-82.35168457
2431,-82.421875
2431.203125,-82.44018555
2431.40625,-82.38830566
2431.601563,-82.36083984
2431.804688,-82.36999512
2432,-82.43103027
2432.203125,-82.43408203
2432.40625,-82.45849609
2432.601563,-82.45849609
2432.804688,-82.43408203
2433,-82.42797852
2433.203125,-82.41882324
2433.40625,-82.43713379
2433.601563,-82.44628906
2433.804688,-82.44934082
2434,-82.49206543
2434.203125,-82.58361816
2434.40625,-82.57446289
2434.601563,-82.54699707
2434.804688,-82.5378418
2435,-82.52563477
2435.203125,-82.53479004
2435.40625,-82.51037598
2435.601563,-82.52563477
2435.804688,-82.58972168
2436,-82.58056641
2436.203125,-82.55310059
2436.40625,-82.58666992
2436.601563,-82.60192871
2436.804688,-82.63244629
2437,-82.69042969
2437.203125,-82.6751709
2437.40625,-82.66906738
2437.601563,-82.65686035
2437.804688,-82.64770508
2438,-82.67822266
2438.203125,-82.66601563
2438.40625,-82.69348145
2438.601563,-82.69348145
2438.804688,-82.76977539
2439,-82.78198242
2439.203125,-82.70874023
2439.40625,-82.71789551
2439.601563,-82.71484375
2439.804688,-82.67211914
2440,-82.75146484
2440.203125,-82.80639648
2440.40625,-82.78503418
2440.601563,-82.77587891
2440.804688,-82.80639648
2441,-82.80334473
2441.203125,-82.83691406
2441.40625,-82.87658691
2441.601563,-82.87963867
2441.804688,-82.91320801
2442,-82.92541504
2442.203125,-82.90710449
2442.40625,-82.90710449
2442.601563,-82.88879395
2442.804688,-82.90100098
2443,-82.88879395
2443.203125,-82.99560547
2443.40625,-82.97729492
2443.601563,-82.97424316
2443.804688,-82.9864502
2444,-82.95898438
2444.203125,-82.96203613
2444.40625,-82.99255371
2444.601563,-83.00170898
2444.804688,-82.97729492
2445,-83.01391602
2445.203125,-83.05969238
2445.40625,-82.99560547
2445.601563,-82.97729492
2445.804688,-82.99560547
2446,-82.99560547
2446.203125,-83.01696777
2446.40625,-83.0078125
2446.601563,-83.05053711
2446.804688,-82.99865723
2447,-82.95288086
2447.203125,-83.02612305
2447.40625,-82.99560547
2447.601563,-82.99560547
2447.804688,-83.07495117
2448,-83.05664063
2448.203125,-83.08410645
2448.40625,-83.08410645
2448.601563,-83.09936523
2448.804688,-83.04748535
2449,-83.10241699
2449.203125,-83.04138184
2449.40625,-83.05358887
2449.601563,-83.11462402
2449.804688,-83.09936523
2450,-83.11462402
2450.203125,-83.07800293
2450.40625,-83.06274414
2450.601563,-83.09936523
2450.804688,-83.11157227
2451,-83.11462402
2451.203125,-83.11157227
2451.40625,-83.16650391
2451.601563,-83.14819336
2451.804688,-83.14208984
2452,-83.21838379
2452.203125,-83.18786621
2452.40625,-83.15734863
2452.601563,-83.19702148
2452.804688,-83.17871094
2453,-83.1817627
2453.203125,-83.17565918
2453.40625,-83.19091797
2453.601563,-83.13903809
2453.804688,-83.2244873
2454,-83.2611084
2454.203125,-83.31298828
2454.40625,-83.24890137
2454.601563,-83.2611084
2454.804688,-83.29162598
2455,-83.2611084
2455.203125,-83.27941895
2455.40625,-83.27331543
2455.601563,-83.31604004
2455.804688,-83.3404541
2456,-83.33435059
2456.203125,-83.39538574
2456.40625,-83.31298828
2456.601563,-83.30383301
2456.804688,-83.38317871
2457,-83.38623047
2457.203125,-83.40454102
2457.40625,-83.36791992
2457.601563,-83.39538574
2457.804688,-83.39538574
2458,-83.35876465
2458.203125,-83.40454102
2458.40625,-83.38928223
2458.601563,-83.42590332
2458.804688,-83.50219727
2459,-83.41369629
2459.203125,-83.44421387
2459.40625,-83.41369629
2459.601563,-83.40148926
2459.804688,-83.46557617
2460,-83.53271484
2460.203125,-83.55712891
2460.40625,-83.48083496
2460.601563,-83.46557617
2460.804688,-83.49304199
2461,-83.48388672
2461.203125,-83.49609375
2461.40625,-83.49914551
2461.601563,-83.55407715
2461.804688,-83.49914551
2462,-83.54797363
2462.203125,-83.57849121
2462.40625,-83.56628418
2462.601563,-83.51745605
2462.804688,-83.60595703
2463,-83.55407715
2463.203125,-83.59985352
2463.40625,-83.62426758
2463.601563,-83.66699219
2463.804688,-83.67614746
2464,-83.6730957
2464.203125,-83.6517334
2464.40625,-83.69445801
2464.601563,-83.69445801
2464.804688,-83.63037109
2465,-83.59985352
2465.203125,-83.6151123
2465.40625,-83.65478516
2465.601563,-83.63952637
2465.804688,-83.62121582
2466,-83.68835449
2466.203125,-83.71582031
2466.40625,-83.7097168
2466.601563,-83.64257813
2466.804688,-83.70666504
2467,-83.67614746
2467.203125,-83.63647461
2467.40625,-83.67004395
2467.601563,-83.62121582
2467.804688,-83.69445801
2468,-83.65478516
2468.203125,-83.71276855
2468.40625,-83.75244141
2468.601563,-83.67919922
2468.804688,-83.6151123
2469,-83.63037109
2469.203125,-83.66699219
2469.40625,-83.68835449
2469.601563,-83.73413086
2469.804688,-83.66088867
2470,-83.63037109
2470.203125,-83.62731934
2470.40625,-83.66699219
2470.601563,-83.68530273
2470.804688,-83.64562988
2471,-83.6517334
2471.203125,-83.68835449
2471.40625,-83.7310791
2471.601563,-83.6730957
2471.804688,-83.65478516
2472,-83.65783691
2472.203125,-83.6517334
2472.40625,-83.63647461
2472.601563,-83.67919922
2472.804688,-83.6730957
2473,-83.72497559
2473.203125,-83.67614746
2473.40625,-83.68225098
2473.601563,-83.65478516
2473.804688,-83.70056152
2474,-83.7310791
2474.203125,-83.82873535
2474.40625,-83.75854492
2474.601563,-83.7677002
2474.804688,-83.74633789
2475,-83.71276855
2475.203125,-83.79211426
2475.40625,-83.82263184
