,WT 21504029,R190W 21408046,R594Q 21615057,JLNS 21712024
Time,WT,LQT1_R190W,LQT1_R594Q,Compound JLNS
91.40000153,25.12512207,13.81835938,32.23876953,34.12475586
91.59999847,25.00915527,13.63525391,32.1685791,34.05151367
91.80000305,24.82910156,13.46130371,32.0892334,34.01184082
92,24.71618652,13.2598877,32.00073242,33.92028809
92.19999695,24.5880127,13.04931641,31.93359375,33.81347656
92.40000153,24.39575195,12.85095215,31.95800781,33.80432129
92.59999847,24.28283691,12.6739502,31.91223145,33.78601074
92.80000305,24.10888672,12.50610352,31.91833496,33.72802734
93,23.98986816,12.34741211,31.84509277,33.57849121
93.19999695,23.85253906,12.17651367,31.77185059,33.55712891
93.40000153,23.6907959,11.96594238,31.69555664,33.42895508
93.59999847,23.46191406,11.76147461,31.59179688,33.47473145
93.80000305,23.32763672,11.53564453,31.50939941,33.38012695
94,23.14147949,11.39526367,31.4239502,33.30993652
94.19999695,22.9888916,11.20605469,31.33239746,33.24890137
94.40000153,22.81494141,10.98632813,31.25610352,33.16955566
94.59999847,22.69897461,10.80932617,31.1706543,33.12683105
94.80000305,22.52502441,10.64758301,31.16760254,33.05664063
95,22.31750488,10.44616699,31.11572266,33.05358887
95.19999695,22.16186523,10.24169922,30.96618652,32.98034668
95.40000153,21.96044922,10.03112793,30.87158203,32.85217285
95.59999847,21.78955078,9.826660156,30.73425293,32.78198242
95.80000305,21.60949707,9.649658203,30.68847656,32.70874023
96,21.4630127,9.451293945,30.65185547,32.62939453
96.19999695,21.25549316,9.271240234,30.6060791,32.56225586
96.40000153,21.13037109,9.030151367,30.50231934,32.56530762
96.59999847,20.90454102,8.85925293,30.41381836,32.47680664
96.80000305,20.77026367,8.657836914,30.3314209,32.40661621
97,20.59936523,8.46862793,30.23071289,32.3059082
97.19999695,20.42541504,8.276367188,30.05981445,32.25402832
97.40000153,20.31860352,8.081054688,29.93469238,32.18383789
97.59999847,20.02868652,7.925415039,29.88586426,32.15637207
97.80000305,19.86999512,7.71484375,29.8034668,32.07702637
98,19.71740723,7.464599609,29.69970703,32.08007813
98.19999695,19.51599121,7.235717773,29.62341309,31.9519043
98.40000153,19.2779541,7.006835938,29.50134277,31.93359375
98.59999847,19.07043457,6.799316406,29.36706543,31.80847168
98.80000305,18.88122559,6.549072266,29.23278809,31.80236816
99,18.68896484,6.323242188,29.1595459,31.78100586
99.19999695,18.57299805,6.085205078,28.9855957,31.75964355
99.40000153,18.33496094,5.850219727,28.85437012,31.68029785
99.59999847,18.18237305,5.609130859,28.83605957,31.64672852
99.80000305,17.93823242,5.346679688,28.68041992,31.57653809
100,17.76428223,5.136108398,28.53088379,31.53076172
100.1999969,17.52319336,4.913330078,28.38439941,31.41479492
100.4000015,17.35534668,4.690551758,28.30810547,31.35070801
100.5999985,17.15393066,4.476928711,28.17687988,31.25
100.8000031,17.03186035,4.244995117,28.0670166,31.20727539
101,16.83654785,4.016113281,27.97546387,31.1126709
101.1999969,16.65039063,3.790283203,27.8717041,31.14929199
101.4000015,16.42456055,3.549194336,27.71606445,31.09130859
101.5999985,16.19873047,3.344726563,27.63366699,31.01806641
101.8000031,15.9942627,3.137207031,27.51464844,30.96923828
102,15.85998535,2.926635742,27.38952637,30.86547852
102.1999969,15.74401855,2.713012695,27.30102539,30.82580566
102.4000015,15.55175781,2.499389648,27.21862793,30.72814941
102.5999985,15.3717041,2.239990234,27.05993652,30.65795898
102.8000031,15.17944336,1.971435547,27.0324707,30.5847168
103,15.0390625,1.739501953,26.89819336,30.55114746
103.1999969,14.90478516,1.519775391,26.64794922,30.51452637
103.4000015,14.74914551,1.29699707,26.6418457,30.47485352
103.5999985,14.52941895,1.052856445,26.57165527,30.37719727
103.8000031,14.34631348,0.8178710938,26.47705078,30.2947998
104,14.11743164,0.5249023438,26.37023926,30.20935059
104.1999969,13.84887695,0.2502441406,26.29394531,30.10864258
104.4000015,13.68408203,-0.01220703125,26.16577148,30.07507324
104.5999985,13.42163086,-0.2777099609,26.00402832,30.04150391
104.8000031,13.24157715,-0.5157470703,25.91247559,29.95605469
105,13.0279541,-0.78125,25.75683594,29.91027832
105.1999969,12.82348633,-0.9887695313,25.63781738,29.86755371
105.4000015,12.60986328,-1.174926758,25.50354004,29.84619141
105.5999985,12.37182617,-1.39465332,25.43640137,29.84619141
105.8000031,12.10632324,-1.641845703,25.32043457,29.76379395
106,11.86828613,-1.907348633,25.20751953,29.69055176
106.1999969,11.63635254,-2.099609375,25.03356934,29.62646484
106.4000015,11.40136719,-2.34375,24.87792969,29.64477539
106.5999985,11.1114502,-2.581787109,24.81079102,29.53186035
106.8000031,10.80932617,-2.822875977,24.65820313,29.51049805
107,10.55603027,-3.076171875,24.53308105,29.49523926
107.1999969,10.28747559,-3.314208984,24.4354248,29.44030762
107.4000015,10.05859375,-3.536987305,24.31335449,29.34570313
107.5999985,9.783935547,-3.756713867,24.21264648,29.26330566
107.8000031,9.47265625,-4.00390625,24.10888672,29.13818359
108,9.201049805,-4.275512695,23.9440918,29.03137207
108.1999969,8.947753906,-4.568481445,23.85864258,29.00085449
108.4000015,8.703613281,-4.809570313,23.71520996,28.91235352
108.5999985,8.471679688,-5.047607422,23.62365723,28.89099121
108.8000031,8.206176758,-5.334472656,23.53210449,28.78417969
109,7.962036133,-5.59387207,23.4161377,28.65600586
109.1999969,7.71484375,-5.813598633,23.23608398,28.55224609
109.4000015,7.485961914,-6.0546875,23.14453125,28.50646973
109.5999985,7.208251953,-6.332397461,23.01330566,28.47290039
109.8000031,6.927490234,-6.564331055,22.92785645,28.39050293
110,6.646728516,-6.781005859,22.84545898,28.23791504
110.1999969,6.356811523,-7.043457031,22.71118164,28.25927734
110.4000015,6.121826172,-7.260131836,22.65014648,28.11584473
110.5999985,5.880737305,-7.476806641,22.57385254,28.07312012
110.8000031,5.548095703,-7.720947266,22.47619629,27.97546387
111,5.279541016,-7.974243164,22.33581543,27.92663574
111.1999969,4.928588867,-8.190917969,22.27783203,27.85949707
111.4000015,4.611206055,-8.428955078,22.19848633,27.70690918
111.5999985,4.275512695,-8.682250977,22.00622559,27.68249512
111.8000031,3.948974609,-8.920288086,21.8963623,27.71911621
112,3.643798828,-9.185791016,21.78649902,27.59094238
112.1999969,3.323364258,-9.432983398,21.64611816,27.47802734
112.4000015,2.996826172,-9.658813477,21.51794434,27.40783691
112.5999985,2.673339844,-9.899902344,21.38061523,27.38952637
112.8000031,2.380371094,-10.16540527,21.23413086,27.25830078
113,2.069091797,-10.42175293,21.08459473,27.24304199
113.1999969,1.669311523,-10.72387695,20.92285156,27.19421387
113.4000015,1.348876953,-11.02905273,20.82519531,27.15148926
113.5999985,1.025390625,-11.29760742,20.67565918,26.99584961
113.8000031,0.7476806641,-11.58752441,20.53833008,26.93786621
114,0.3601074219,-11.90185547,20.40405273,26.82800293
114.1999969,0.05187988281,-12.19787598,20.34606934,26.77001953
114.4000015,-0.2838134766,-12.46643066,20.22399902,26.71203613
114.5999985,-0.6225585938,-12.7532959,20.12329102,26.63269043
114.8000031,-0.8819580078,-13.0279541,20.01037598,26.62353516
115,-1.168823242,-13.29040527,19.88525391,26.56555176
115.1999969,-1.541137695,-13.56506348,19.68994141,26.47094727
115.4000015,-1.867675781,-13.8092041,19.48852539,26.39465332
115.5999985,-2.270507813,-14.09912109,19.38171387,26.3671875
115.8000031,-2.651977539,-14.40734863,19.23828125,26.26342773
116,-2.944946289,-14.63317871,19.10400391,26.14135742
116.1999969,-3.305053711,-14.88037109,19.00634766,26.0559082
116.4000015,-3.674316406,-15.14892578,18.82629395,26.07116699
116.5999985,-4.061889648,-15.40527344,18.62487793,25.97351074
116.8000031,-4.382324219,-15.65551758,18.48144531,25.89416504
117,-4.782104492,-15.91186523,18.2800293,25.72631836
117.1999969,-5.136108398,-16.13464355,18.10913086,25.67749023
117.4000015,-5.511474609,-16.36657715,17.92602539,25.61950684
117.5999985,-5.880737305,-16.60461426,17.74291992,25.50048828
117.8000031,-6.185913086,-16.84875488,17.53234863,25.45776367
118,-6.610107422,-17.09289551,17.3828125,25.39978027
118.1999969,-6.921386719,-17.3614502,17.15087891,25.26245117
118.4000015,-7.315063477,-17.61474609,16.99829102,25.18005371
118.5999985,-7.717895508,-17.87719727,16.75415039,25.0793457
118.8000031,-8.099365234,-18.13049316,16.61987305,25.00305176
119,-8.511352539,-18.40209961,16.40625,24.93591309
119.1999969,-8.917236328,-18.6706543,16.2109375,24.8260498
119.4000015,-9.292602539,-18.92700195,16.04309082,24.70703125
119.5999985,-9.692382813,-19.1619873,15.87524414,24.63378906
119.8000031,-10.11962891,-19.43054199,15.63110352,24.5513916
120,-10.50720215,-19.68383789,15.4510498,24.48120117
120.1999969,-10.86425781,-19.91271973,15.33203125,24.36523438
120.4000015,-11.27929688,-20.12023926,15.06652832,24.25842285
120.5999985,-11.68212891,-20.35217285,14.89562988,24.19128418
120.8000031,-11.99951172,-20.53222656,14.68811035,24.13330078
121,-12.48474121,-20.75805664,14.50195313,24.01733398
121.1999969,-12.79296875,-20.98999023,14.29138184,23.93188477
121.4000015,-13.21105957,-21.19750977,14.0625,23.78540039
121.5999985,-13.63830566,-21.42333984,13.84887695,23.7701416
121.8000031,-14.03198242,-21.65527344,13.5925293,23.68469238
122,-14.50195313,-21.83532715,13.40332031,23.61450195
122.1999969,-14.92004395,-22.09472656,13.27514648,23.60534668
122.4000015,-15.30761719,-22.30224609,13.0065918,23.45581055
122.5999985,-15.74401855,-22.50671387,12.70141602,23.38562012
122.8000031,-16.14685059,-22.68981934,12.4206543,23.33068848
123,-16.61987305,-22.93395996,12.18566895,23.28186035
123.1999969,-17.0135498,-23.11401367,11.93237305,23.19641113
123.4000015,-17.37976074,-23.32458496,11.68823242,23.11096191
123.5999985,-17.79174805,-23.55957031,11.45629883,23.06213379
123.8000031,-18.20678711,-23.73657227,11.19384766,22.98278809
124,-18.65844727,-23.92272949,10.97412109,22.96142578
124.1999969,-19.03076172,-24.13024902,10.77575684,22.86071777
124.4000015,-19.4732666,-24.3347168,10.546875,22.77526855
124.5999985,-19.87915039,-24.54528809,10.28137207,22.67456055
124.8000031,-20.25756836,-24.74975586,10.0402832,22.60131836
125,-20.65124512,-24.96948242,9.759521484,22.50976563
125.1999969,-21.02661133,-25.17700195,9.509277344,22.43347168
125.4000015,-21.45690918,-25.3692627,9.210205078,22.36633301
125.5999985,-21.85668945,-25.59509277,8.938598633,22.29309082
125.8000031,-22.25952148,-25.78430176,8.69140625,22.21984863
126,-22.66235352,-25.98571777,8.377075195,22.08862305
126.1999969,-23.046875,-26.15661621,8.166503906,22.00317383
126.4000015,-23.45275879,-26.3885498,7.836914063,21.8963623
126.5999985,-23.86474609,-26.55944824,7.443237305,21.82312012
126.8000031,-24.28283691,-26.6998291,7.229614258,21.69799805
127,-24.65209961,-26.91955566,6.93359375,21.6217041
127.1999969,-25.0793457,-27.13012695,6.460571289,21.50268555
127.4000015,-25.48522949,-27.34375,6.112670898,21.41723633
127.5999985,-25.82702637,-27.49938965,5.706787109,21.29821777
127.8000031,-26.23291016,-27.66113281,5.39855957,21.2097168
128,-26.67236328,-27.83813477,5.072021484,21.09375
128.1999969,-27.02636719,-28.0456543,4.760742188,21.0144043
128.3999939,-27.43530273,-28.22265625,4.336547852,20.90454102
128.6000061,-27.77404785,-28.40270996,3.945922852,20.83435059
128.8000031,-28.19519043,-28.59802246,3.567504883,20.67565918
129,-28.5736084,-28.80249023,3.210449219,20.57495117
129.1999969,-28.89404297,-28.98864746,2.868652344,20.38574219
129.3999939,-29.26330566,-29.13818359,2.487182617,20.29724121
129.6000061,-29.56237793,-29.33959961,2.166748047,20.19958496
129.8000031,-29.91027832,-29.49829102,1.812744141,20.0958252
130,-30.2734375,-29.61425781,1.458740234,20.01953125
130.1999969,-30.65490723,-29.78820801,1.080322266,19.91271973
130.3999939,-31.00280762,-29.97741699,0.6134033203,19.77844238
130.6000061,-31.36291504,-30.17883301,0.2105712891,19.71435547
130.8000031,-31.7565918,-30.38024902,-0.2014160156,19.64111328
131,-32.09838867,-30.56945801,-0.5279541016,19.56787109
131.1999969,-32.46154785,-30.75256348,-0.9429931641,19.45800781
131.3999939,-32.78503418,-30.91430664,-1.400756836,19.36645508
131.6000061,-33.14819336,-31.10046387,-1.864624023,19.23828125
131.8000031,-33.48083496,-31.28662109,-2.377319336,19.16809082
132,-33.83178711,-31.46972656,-2.731323242,19.08874512
132.1999969,-34.21020508,-31.66503906,-3.210449219,18.96362305
132.3999939,-34.53674316,-31.8572998,-3.634643555,18.91479492
132.6000061,-34.81750488,-32.01599121,-4.07409668,18.85986328
132.8000031,-35.20507813,-32.17468262,-4.501342773,18.76831055
133,-35.45837402,-32.35168457,-4.977416992,18.71337891
133.1999969,-35.81237793,-32.54394531,-5.532836914,18.60656738
133.3999939,-36.16027832,-32.71179199,-5.993652344,18.52111816
133.6000061,-36.40136719,-32.88879395,-6.539916992,18.39599609
133.8000031,-36.68212891,-33.02307129,-7.00378418,18.28308105
134,-36.96594238,-33.203125,-7.464599609,18.20678711
134.1999969,-37.33520508,-33.33435059,-7.962036133,18.15795898
134.3999939,-37.5793457,-33.52966309,-8.419799805,18.06640625
134.6000061,-37.82653809,-33.69140625,-8.853149414,18.04199219
134.8000031,-38.13781738,-33.8470459,-9.405517578,17.92297363
135,-38.41247559,-34.03930664,-9.89074707,17.91381836
135.1999969,-38.70849609,-34.19494629,-10.33935547,17.81921387
135.3999939,-39.01367188,-34.34143066,-10.79406738,17.72460938
135.6000061,-39.26086426,-34.5123291,-11.31286621,17.67272949
135.8000031,-39.52331543,-34.66491699,-11.8560791,17.58117676
136,-39.80407715,-34.80224609,-12.37487793,17.51403809
136.1999969,-40.0970459,-34.93041992,-12.78381348,17.44689941
136.3999939,-40.39306641,-35.04333496,-13.25378418,17.28820801
136.6000061,-40.7623291,-35.20812988,-13.70544434,17.21496582
136.8000031,-41.03393555,-35.37597656,-14.23950195,17.17834473
137,-41.27502441,-35.4888916,-14.75524902,17.08068848
137.1999969,-41.52832031,-35.61706543,-15.24047852,16.98303223
137.3999939,-41.85180664,-35.75744629,-15.79589844,16.89758301
137.6000061,-42.09594727,-35.86120605,-16.31774902,16.90063477
137.8000031,-42.33398438,-36.01989746,-16.80603027,16.80297852
138,-42.60864258,-36.17553711,-17.33398438,16.72058105
138.1999969,-42.90161133,-36.28845215,-17.92602539,16.61682129
138.3999939,-43.14880371,-36.42272949,-18.42041016,16.50390625
138.6000061,-43.41125488,-36.56616211,-18.93615723,16.41845703
138.8000031,-43.70727539,-36.67297363,-19.52209473,16.28417969
139,-43.92700195,-36.79504395,-20.08666992,16.1895752
139.1999969,-44.16503906,-36.93847656,-20.53527832,16.12548828
139.3999939,-44.4519043,-37.06970215,-21.05102539,16.04614258
139.6000061,-44.70825195,-37.18566895,-21.53015137,15.95458984
139.8000031,-44.95239258,-37.35046387,-22.08251953,15.75927734
140,-45.18432617,-37.47253418,-22.60742188,15.69519043
140.1999969,-45.4284668,-37.58850098,-23.05297852,15.59448242
140.3999939,-45.70617676,-37.72277832,-23.5168457,15.52124023
140.6000061,-45.9197998,-37.78991699,-24.05700684,15.44799805
140.8000031,-46.10290527,-37.92114258,-24.59411621,15.32287598
141,-46.37451172,-38.01879883,-25.13427734,15.18554688
141.1999969,-46.63391113,-38.12255859,-25.68359375,15.04821777
141.3999939,-46.80480957,-38.23547363,-26.23901367,14.95056152
141.6000061,-47.08251953,-38.36364746,-26.79748535,14.89562988
141.8000031,-47.32666016,-38.46435547,-27.31323242,14.66369629
142,-47.47009277,-38.57727051,-27.82897949,14.57214355
142.1999969,-47.75695801,-38.65966797,-28.33251953,14.42871094
142.3999939,-48.01635742,-38.74511719,-28.82080078,14.27612305
142.6000061,-48.21777344,-38.84277344,-29.31213379,14.26696777
142.8000031,-48.50463867,-38.94042969,-29.81262207,14.16931152
143,-48.63586426,-39.02587891,-30.2520752,13.95568848
143.1999969,-48.83422852,-39.1418457,-30.77697754,13.81530762
143.3999939,-48.98681641,-39.23950195,-31.24084473,13.72680664
143.6000061,-49.18212891,-39.34936523,-31.68640137,13.60473633
143.8000031,-49.40185547,-39.4317627,-32.15026855,13.42773438
144,-49.56665039,-39.56298828,-32.65380859,13.34228516
144.1999969,-49.76501465,-39.66369629,-33.08410645,13.17443848
144.3999939,-49.91455078,-39.75219727,-33.44421387,13.03405762
144.6000061,-50.12512207,-39.8651123,-33.89587402,12.9486084
144.8000031,-50.28991699,-39.94445801,-34.33227539,12.79602051
145,-50.49133301,-40.06652832,-34.72290039,12.65258789
145.1999969,-50.64086914,-40.13366699,-35.09216309,12.52441406
145.3999939,-50.80871582,-40.234375,-35.5255127,12.39318848
145.6000061,-50.94604492,-40.31982422,-35.93444824,12.2467041
145.8000031,-51.12609863,-40.43273926,-36.37390137,12.0880127
146,-51.29089355,-40.48156738,-36.77978516,11.9934082
146.1999969,-51.46484375,-40.56091309,-37.12463379,11.86523438
146.3999939,-51.59912109,-40.68908691,-37.50305176,11.70959473
146.6000061,-51.76391602,-40.7409668,-37.8112793,11.5447998
146.8000031,-51.8737793,-40.85693359,-38.22937012,11.4074707
147,-52.02636719,-40.92712402,-38.56506348,11.24267578
147.1999969,-52.22473145,-41.01257324,-38.91296387,11.16027832
147.3999939,-52.34680176,-41.14990234,-39.20288086,11.02905273
147.6000061,-52.49023438,-41.22924805,-39.47143555,10.87036133
147.8000031,-52.63671875,-41.29333496,-39.81018066,10.65368652
148,-52.78015137,-41.38793945,-40.10314941,10.5255127
148.1999969,-52.88085938,-41.43981934,-40.39611816,10.47363281
148.3999939,-53.01208496,-41.52832031,-40.66467285,10.25695801
148.6000061,-53.17382813,-41.64123535,-40.89660645,10.11657715
148.8000031,-53.27148438,-41.70837402,-41.22009277,9.985351563
149,-53.37524414,-41.81213379,-41.40625,9.851074219
149.1999969,-53.55224609,-41.90673828,-41.67480469,9.704589844
149.3999939,-53.63464355,-41.97998047,-41.90063477,9.5703125
149.6000061,-53.76281738,-42.06237793,-42.19970703,9.439086914
