,WT 21504029,R190W 21408046,R594Q 21615057,JLNS 21712024
Time,WT,LQT1_R190W,LQT1_R594Q,Compound JLNS
442.7999878,-78.79638672,-76.87072754,-75.2166748,-74.57885742
443,-78.78112793,-76.87072754,-75.25939941,-74.62463379
443.2000122,-78.81469727,-76.89208984,-75.2746582,-74.65820313
443.3999939,-78.80859375,-76.86767578,-75.26855469,-74.59716797
443.6000061,-78.7689209,-76.85852051,-75.29602051,-74.68261719
443.7999878,-78.7902832,-76.87988281,-75.24108887,-74.67956543
444,-78.80554199,-76.83410645,-75.32348633,-74.62463379
444.2000122,-78.8269043,-76.8371582,-75.33569336,-74.65515137
444.3999939,-78.78417969,-76.80053711,-75.28991699,-74.71618652
444.6000061,-78.77502441,-76.81884766,-75.3326416,-74.74060059
444.7999878,-78.76281738,-76.8157959,-75.38757324,-74.71618652
445,-78.77197266,-76.81274414,-75.43945313,-74.76196289
445.2000122,-78.77197266,-76.79443359,-75.42724609,-74.80773926
445.3999939,-78.77502441,-76.83105469,-75.42724609,-74.75280762
445.6000061,-78.73840332,-76.80664063,-75.41809082,-74.78942871
445.7999878,-78.73840332,-76.79748535,-75.46081543,-74.77722168
446,-78.77502441,-76.80358887,-75.46386719,-74.77416992
446.2000122,-78.64685059,-76.78833008,-75.49743652,-74.83825684
446.3999939,-78.6895752,-76.78222656,-75.48828125,-74.90234375
446.6000061,-78.66516113,-76.77307129,-75.5279541,-74.90844727
446.7999878,-78.70788574,-76.76086426,-75.5645752,-74.90539551
447,-78.70178223,-76.77612305,-75.63781738,-74.89318848
447.2000122,-78.70483398,-76.73339844,-75.59509277,-74.85961914
447.3999939,-78.72924805,-76.76391602,-75.61340332,-74.83520508
447.6000061,-78.6895752,-76.75170898,-75.65612793,-74.86572266
447.7999878,-78.69262695,-76.74865723,-75.63476563,-74.89624023
448,-78.75366211,-76.71508789,-75.68664551,-74.93286133
448.2000122,-78.72619629,-76.72729492,-75.67443848,-74.92675781
448.3999939,-78.69873047,-76.74865723,-75.7232666,-74.94812012
448.6000061,-78.70178223,-76.71813965,-75.74157715,-74.97253418
448.7999878,-78.70788574,-76.69372559,-75.72631836,-74.99694824
449,-78.72314453,-76.72424316,-75.68969727,-74.96948242
449.2000122,-78.76281738,-76.6998291,-75.6652832,-74.9420166
449.3999939,-78.74145508,-76.69372559,-75.69885254,-74.98779297
449.6000061,-78.75976563,-76.67236328,-75.72631836,-75.03051758
449.7999878,-78.72314453,-76.66320801,-75.72631836,-74.99389648
450,-78.75671387,-76.64794922,-75.72021484,-75.0579834
450.2000122,-78.76586914,-76.59606934,-75.78125,-75.06713867
450.3999939,-78.78112793,-76.57470703,-75.79956055,-75.05493164
450.6000061,-78.81164551,-76.61743164,-75.77514648,-75.09155273
450.7999878,-78.81469727,-76.58996582,-75.79956055,-75.04272461
451,-78.81164551,-76.57470703,-75.8605957,-75.08850098
451.2000122,-78.83911133,-76.61132813,-75.83007813,-75.10375977
451.3999939,-78.84521484,-76.57165527,-75.83312988,-75.09155273
451.6000061,-78.86962891,-76.55334473,-75.79040527,-75.07629395
451.7999878,-78.87268066,-76.55334473,-75.79650879,-75.1159668
452,-78.86352539,-76.55944824,-75.8026123,-75.10375977
452.2000122,-78.85742188,-76.55944824,-75.76904297,-75.13122559
452.3999939,-78.86657715,-76.55029297,-75.80871582,-75.10681152
452.6000061,-78.86657715,-76.56860352,-75.82397461,-75.11901855
452.7999878,-78.86047363,-76.55334473,-75.82092285,-75.08544922
453,-78.88793945,-76.55029297,-75.89111328,-75.1159668
453.2000122,-78.91540527,-76.52893066,-75.87890625,-75.10375977
453.3999939,-78.88793945,-76.55944824,-75.83618164,-75.14648438
453.6000061,-78.92456055,-76.5625,-75.82702637,-75.11291504
453.7999878,-78.93371582,-76.53198242,-75.87585449,-75.13122559
454,-78.90930176,-76.50146484,-75.8972168,-75.18310547
454.2000122,-78.91540527,-76.49230957,-75.9185791,-75.18920898
454.3999939,-78.98254395,-76.49230957,-75.8972168,-75.20446777
454.6000061,-78.96728516,-76.44958496,-75.85144043,-75.20141602
454.7999878,-78.94287109,-76.47399902,-75.83007813,-75.18920898
455,-78.95202637,-76.47094727,-75.82092285,-75.1739502
455.2000122,-78.9642334,-76.48010254,-75.82702637,-75.17089844
455.3999939,-78.9642334,-76.44958496,-75.8605957,-75.15258789
455.6000061,-78.97949219,-76.42822266,-75.86975098,-75.24719238
455.7999878,-78.94897461,-76.44042969,-75.89416504,-75.2166748
456,-78.98254395,-76.43737793,-75.91247559,-75.13122559
456.2000122,-79.02526855,-76.41906738,-75.82397461,-75.13427734
456.3999939,-79.01000977,-76.39770508,-75.92468262,-75.20141602
456.6000061,-79.02526855,-76.41601563,-75.8972168,-75.2166748
456.7999878,-79.05883789,-76.39160156,-75.82702637,-75.24414063
457,-79.03747559,-76.3885498,-75.84228516,-75.25939941
457.2000122,-79.03137207,-76.37939453,-75.88195801,-75.24719238
457.3999939,-79.05578613,-76.36108398,-75.85144043,-75.21057129
457.6000061,-79.06799316,-76.40075684,-75.77209473,-75.23193359
457.7999878,-79.03442383,-76.38244629,-75.78430176,-75.18615723
458,-79.03137207,-76.37023926,-75.84533691,-75.23803711
458.2000122,-79.05883789,-76.3671875,-75.79040527,-75.24108887
458.3999939,-79.07104492,-76.37329102,-75.77514648,-75.30212402
458.6000061,-79.06799316,-76.39160156,-75.76904297,-75.2532959
458.7999878,-79.06799316,-76.37023926,-75.78735352,-75.26550293
459,-79.10461426,-76.3458252,-75.87585449,-75.28686523
459.2000122,-79.06188965,-76.38244629,-75.8972168,-75.27770996
459.3999939,-79.08935547,-76.35803223,-75.87280273,-75.28686523
459.6000061,-79.10766602,-76.38244629,-75.88195801,-75.32653809
459.7999878,-79.05578613,-76.39770508,-75.90942383,-75.32958984
460,-79.07714844,-76.39160156,-75.94604492,-75.3326416
460.2000122,-79.09851074,-76.3885498,-75.98571777,-75.36315918
460.3999939,-79.13818359,-76.37329102,-75.93078613,-75.32958984
460.6000061,-79.08325195,-76.39160156,-75.9185791,-75.34790039
460.7999878,-79.05273438,-76.3885498,-75.94604492,-75.36010742
461,-79.09240723,-76.37939453,-76.00097656,-75.35705566
461.2000122,-79.09545898,-76.39770508,-76.04980469,-75.4119873
461.3999939,-79.12902832,-76.40075684,-76.10168457,-75.40283203
461.6000061,-79.11071777,-76.39770508,-76.11999512,-75.43945313
461.7999878,-79.11071777,-76.37023926,-76.13525391,-75.47912598
462,-79.15344238,-76.37023926,-76.1932373,-75.43640137
462.2000122,-79.06799316,-76.36108398,-76.18103027,-75.46691895
462.3999939,-79.10766602,-76.39770508,-76.13525391,-75.48522949
462.6000061,-79.1229248,-76.37939453,-76.18713379,-75.47607422
462.7999878,-79.09545898,-76.39160156,-76.24816895,-75.45166016
463,-79.07104492,-76.3885498,-76.19018555,-75.50964355
463.2000122,-79.07714844,-76.37634277,-76.30615234,-75.54626465
463.3999939,-79.05883789,-76.3885498,-76.28479004,-75.51574707
463.6000061,-79.06188965,-76.3671875,-76.34887695,-75.57067871
463.7999878,-79.08630371,-76.34887695,-76.33666992,-75.5859375
464,-79.07104492,-76.3458252,-76.41906738,-75.54321289
464.2000122,-79.08630371,-76.32751465,-76.36108398,-75.57678223
464.3999939,-79.08630371,-76.32446289,-76.32141113,-75.63781738
464.6000061,-79.10461426,-76.3458252,-76.39770508,-75.61950684
464.7999878,-79.11376953,-76.32446289,-76.37939453,-75.61035156
465,-79.06799316,-76.30004883,-76.34277344,-75.60424805
465.2000122,-79.05578613,-76.30310059,-76.33666992,-75.62561035
465.3999939,-79.09545898,-76.30615234,-76.38549805,-75.62866211
465.6000061,-79.09851074,-76.34277344,-76.4465332,-75.62255859
465.7999878,-79.08630371,-76.32141113,-76.46484375,-75.5859375
466,-79.06494141,-76.32751465,-76.39160156,-75.63781738
466.2000122,-79.06188965,-76.33056641,-76.40991211,-75.6652832
466.3999939,-79.10461426,-76.33361816,-76.44042969,-75.65917969
466.6000061,-79.10461426,-76.3458252,-76.44042969,-75.67443848
466.7999878,-79.0802002,-76.32141113,-76.47094727,-75.64697266
467,-79.07409668,-76.33056641,-76.44348145,-75.65002441
467.2000122,-79.06494141,-76.32141113,-76.55639648,-75.65612793
467.3999939,-79.04968262,-76.30004883,-76.53503418,-75.71411133
467.6000061,-79.0802002,-76.30310059,-76.59912109,-75.74157715
467.7999878,-79.04968262,-76.33666992,-76.56555176,-75.74768066
468,-79.03442383,-76.32446289,-76.52282715,-75.76293945
468.2000122,-79.05578613,-76.32446289,-76.5625,-75.75683594
468.3999939,-79.06188965,-76.35803223,-76.60827637,-75.72631836
468.6000061,-79.07409668,-76.36108398,-76.64794922,-75.83312988
468.7999878,-79.0222168,-76.35192871,-76.65405273,-75.82397461
469,-79.03137207,-76.35803223,-76.60827637,-75.84838867
469.2000122,-79.06494141,-76.32141113,-76.61132813,-75.8026123
469.3999939,-79.07104492,-76.34277344,-76.58691406,-75.75073242
469.6000061,-79.06799316,-76.35192871,-76.70288086,-75.79650879
469.7999878,-79.02526855,-76.37329102,-76.73339844,-75.86975098
470,-79.02832031,-76.37023926,-76.71203613,-75.85144043
470.2000122,-79.01306152,-76.39465332,-76.68457031,-75.87280273
470.3999939,-79.04663086,-76.38244629,-76.71813965,-75.86975098
470.6000061,-79.03442383,-76.38549805,-76.76086426,-75.89111328
470.7999878,-79.06188965,-76.37634277,-76.83410645,-75.87280273
471,-79.0435791,-76.40686035,-76.79748535,-75.85754395
471.2000122,-79.03747559,-76.39770508,-76.8157959,-75.86669922
471.3999939,-79.04968262,-76.39770508,-76.83410645,-75.80566406
471.6000061,-78.98254395,-76.41601563,-76.85852051,-75.90026855
471.7999878,-79.03137207,-76.39770508,-76.89208984,-75.81176758
472,-79.06494141,-76.40686035,-76.90124512,-75.88806152
472.2000122,-79.05273438,-76.42822266,-76.91040039,-75.89416504
472.3999939,-79.06494141,-76.42822266,-76.91040039,-75.92468262
472.6000061,-79.08630371,-76.44042969,-76.86767578,-75.87280273
472.7999878,-79.0435791,-76.43737793,-76.8737793,-75.91552734
473,-79.05273438,-76.43127441,-76.83410645,-75.94909668
473.2000122,-79.05578613,-76.44042969,-76.85546875,-75.96740723
473.3999939,-79.07409668,-76.43432617,-76.79443359,-75.90332031
473.6000061,-79.11071777,-76.44958496,-76.81274414,-75.88195801
473.7999878,-79.09545898,-76.4251709,-76.79138184,-75.94299316
474,-79.11682129,-76.45568848,-76.80664063,-75.87280273
474.2000122,-79.06188965,-76.46789551,-76.79443359,-75.94909668
474.3999939,-79.08630371,-76.46789551,-76.79748535,-75.9185791
474.6000061,-79.08935547,-76.45874023,-76.76086426,-75.92163086
474.7999878,-79.10461426,-76.48925781,-76.79748535,-75.91552734
475,-79.11071777,-76.47094727,-76.80969238,-75.92163086
475.2000122,-79.08935547,-76.4831543,-76.74255371,-75.9552002
475.3999939,-79.07409668,-76.4831543,-76.74255371,-75.89416504
475.6000061,-79.06799316,-76.49230957,-76.76086426,-75.9185791
475.7999878,-79.0222168,-76.49841309,-76.70898438,-75.97045898
476,-79.0435791,-76.5045166,-76.7364502,-75.9552002
476.2000122,-79.07104492,-76.51977539,-76.77307129,-75.94299316
476.3999939,-79.0435791,-76.53198242,-76.72119141,-75.93994141
476.6000061,-79.06799316,-76.51672363,-76.75170898,-75.92468262
476.7999878,-79.09851074,-76.51367188,-76.71508789,-76.00097656
477,-79.06188965,-76.53503418,-76.73034668,-75.94604492
477.2000122,-79.08630371,-76.50756836,-76.71508789,-75.97045898
477.3999939,-79.1015625,-76.53198242,-76.67236328,-75.98266602
477.6000061,-79.07409668,-76.53808594,-76.66625977,-76.06506348
477.7999878,-79.04663086,-76.51367188,-76.6998291,-75.90332031
478,-79.10766602,-76.55029297,-76.69677734,-75.93688965
478.2000122,-79.15344238,-76.55944824,-76.71508789,-75.94299316
478.3999939,-79.13818359,-76.56860352,-76.67541504,-75.96740723
478.6000061,-79.17175293,-76.5625,-76.65710449,-75.9765625
478.7999878,-79.2175293,-76.57470703,-76.65100098,-75.98876953
479,-79.29077148,-76.58996582,-76.66320801,-75.97351074
479.2000122,-79.22363281,-76.57470703,-76.67236328,-75.93383789
479.3999939,-79.21447754,-76.57775879,-76.72729492,-75.9765625
479.6000061,-79.19616699,-76.56555176,-76.79748535,-76.00402832
479.7999878,-79.22058105,-76.58081055,-76.69677734,-76.01013184
480,-79.25720215,-76.57775879,-76.74865723,-75.9979248
480.2000122,-79.25720215,-76.59912109,-76.74255371,-76.03759766
480.3999939,-79.26330566,-76.59912109,-76.71813965,-76.05285645
480.6000061,-79.27246094,-76.57775879,-76.67236328,-76.00708008
480.7999878,-79.30297852,-76.57165527,-76.6998291,-76.04064941
481,-79.2755127,-76.59606934,-76.69677734,-76.05895996
481.2000122,-79.30297852,-76.58996582,-76.69067383,-76.08032227
481.3999939,-79.3548584,-76.60217285,-76.72729492,-76.12609863
481.6000061,-79.36096191,-76.60827637,-76.72729492,-76.0925293
481.7999878,-79.39453125,-76.57775879,-76.78527832,-76.05285645
482,-79.40979004,-76.55639648,-76.79443359,-76.0925293
482.2000122,-79.40368652,-76.55944824,-76.73339844,-76.13220215
482.3999939,-79.39147949,-76.60217285,-76.71203613,-76.13830566
482.6000061,-79.42810059,-76.5838623,-76.71203613,-76.16882324
482.7999878,-79.44335938,-76.60522461,-76.73950195,-76.1932373
483,-79.43725586,-76.58081055,-76.6998291,-76.23291016
483.2000122,-79.43115234,-76.60217285,-76.71203613,-76.18713379
483.3999939,-79.41894531,-76.57775879,-76.73034668,-76.20239258
483.6000061,-79.4128418,-76.5625,-76.78527832,-76.23596191
483.7999878,-79.38842773,-76.57165527,-76.76391602,-76.2512207
484,-79.40673828,-76.5838623,-76.80969238,-76.21154785
484.2000122,-79.46777344,-76.5838623,-76.79443359,-76.22680664
484.3999939,-79.42810059,-76.58691406,-76.79138184,-76.24511719
484.6000061,-79.48303223,-76.58996582,-76.74560547,-76.26953125
484.7999878,-79.5135498,-76.57470703,-76.80358887,-76.27563477
485,-79.4708252,-76.58996582,-76.77001953,-76.29699707
485.2000122,-79.46777344,-76.59301758,-76.77001953,-76.28173828
485.3999939,-79.50744629,-76.56860352,-76.8157959,-76.30004883
485.6000061,-79.53186035,-76.61132813,-76.81884766,-76.31530762
485.7999878,-79.5135498,-76.5838623,-76.88903809,-76.31835938
486,-79.52270508,-76.57470703,-76.82189941,-76.37329102
486.2000122,-79.47998047,-76.59912109,-76.86157227,-76.3885498
486.3999939,-79.47387695,-76.56860352,-76.87988281,-76.41906738
486.6000061,-79.53491211,-76.5838623,-76.9744873,-76.37634277
486.7999878,-79.47692871,-76.57470703,-76.92871094,-76.4251709
487,-79.4921875,-76.5625,-76.97143555,-76.42822266
487.2000122,-79.48913574,-76.57165527,-76.94702148,-76.44348145
487.3999939,-79.45556641,-76.55944824,-76.94702148,-76.46484375
487.6000061,-79.45861816,-76.53808594,-76.98669434,-76.45874023
487.7999878,-79.48913574,-76.5625,-77.0111084,-76.4831543
488,-79.50744629,-76.55639648,-77.09960938,-76.46484375
488.2000122,-79.5135498,-76.54418945,-77.11791992,-76.5045166
488.3999939,-79.47998047,-76.52587891,-77.10571289,-76.5045166
488.6000061,-79.51965332,-76.53198242,-77.04162598,-76.52587891
488.7999878,-79.51965332,-76.52893066,-77.0324707,-76.53808594
489,-79.52270508,-76.51367188,-77.03552246,-76.51672363
489.2000122,-79.54711914,-76.51367188,-77.05993652,-76.53808594
489.3999939,-79.52575684,-76.5045166,-77.06604004,-76.55334473
489.6000061,-79.52270508,-76.49230957,-77.1270752,-76.59301758
489.7999878,-79.48608398,-76.51367188,-77.06298828,-76.59606934
490,-79.51965332,-76.49230957,-77.05688477,-76.61132813
490.2000122,-79.50439453,-76.48620605,-77.00195313,-76.60827637
490.3999939,-79.56542969,-76.48925781,-77.00805664,-76.63574219
490.6000061,-79.56542969,-76.48925781,-77.04772949,-76.60217285
490.7999878,-79.53796387,-76.44958496,-76.97143555,-76.58996582
491,-79.55932617,-76.44348145,-76.98059082,-76.6204834
491.2000122,-79.55322266,-76.45568848,-77.0111084,-76.61132813
491.3999939,-79.55322266,-76.45874023,-77.0324707,-76.66015625
491.6000061,-79.52270508,-76.44958496,-77.02636719,-76.61437988
491.7999878,-79.52880859,-76.44958496,-77.06298828,-76.60827637
492,-79.55322266,-76.47399902,-77.02941895,-76.6204834
492.2000122,-79.55322266,-76.46179199,-77.04467773,-76.63879395
492.3999939,-79.5501709,-76.45874023,-77.07214355,-76.63269043
492.6000061,-79.56237793,-76.46789551,-77.06298828,-76.63269043
492.7999878,-79.5501709,-76.48925781,-77.0111084,-76.63879395
493,-79.56237793,-76.48010254,-77.04772949,-76.60217285
493.2000122,-79.58374023,-76.47094727,-77.08740234,-76.57470703
493.3999939,-79.56542969,-76.46789551,-77.06298828,-76.67541504
493.6000061,-79.60510254,-76.45874023,-77.04772949,-76.66625977
493.7999878,-79.58984375,-76.44958496,-77.01721191,-76.63879395
494,-79.60510254,-76.44042969,-77.0324707,-76.63879395
494.2000122,-79.64782715,-76.47399902,-77.00805664,-76.65405273
494.3999939,-79.63256836,-76.45874023,-76.93786621,-76.65710449
494.6000061,-79.63256836,-76.47094727,-76.96533203,-76.64794922
494.7999878,-79.62341309,-76.4831543,-76.96228027,-76.63269043
495,-79.64782715,-76.45874023,-76.99584961,-76.69067383
495.2000122,-79.64782715,-76.45568848,-76.953125,-76.69677734
495.3999939,-79.69970703,-76.46789551,-76.94396973,-76.71813965
495.6000061,-79.73022461,-76.46179199,-76.95617676,-76.66931152
495.7999878,-79.71801758,-76.45263672,-76.953125,-76.68151855
496,-79.69360352,-76.46484375,-76.94702148,-76.69067383
496.2000122,-79.65087891,-76.47399902,-76.95922852,-76.68151855
496.3999939,-79.69970703,-76.45874023,-77.0111084,-76.69067383
496.6000061,-79.63867188,-76.47399902,-77.01721191,-76.66931152
496.7999878,-79.68139648,-76.47094727,-77.00195313,-76.71813965
497,-79.69970703,-76.47094727,-76.98059082,-76.71203613
497.2000122,-79.72106934,-76.49536133,-76.9744873,-76.71813965
497.3999939,-79.70581055,-76.47705078,-77.03857422,-76.7364502
497.6000061,-79.70581055,-76.45568848,-77.00500488,-76.68762207
497.7999878,-79.69055176,-76.48010254,-76.98669434,-76.67541504
498,-79.69970703,-76.48620605,-76.94702148,-76.71813965
498.2000122,-79.73937988,-76.44958496,-76.95922852,-76.71203613
498.3999939,-79.69055176,-76.46484375,-76.953125,-76.8157959
498.6000061,-79.65087891,-76.46484375,-76.91955566,-76.75476074
498.7999878,-79.71191406,-76.45874023,-76.98974609,-76.74255371
499,-79.66918945,-76.46179199,-77.02636719,-76.79443359
499.2000122,-79.66918945,-76.44348145,-76.98669434,-76.76391602
499.3999939,-79.63562012,-76.45263672,-76.95007324,-76.79443359
499.6000061,-79.62646484,-76.47094727,-76.90429688,-76.77612305
499.7999878,-79.62341309,-76.44958496,-76.96533203,-76.7578125
500,-79.6661377,-76.44958496,-77.0324707,-76.76086426
500.2000122,-79.6295166,-76.44348145,-77.05078125,-76.79443359
500.3999939,-79.61425781,-76.44348145,-77.05383301,-76.80053711
500.6000061,-79.6295166,-76.44958496,-76.96533203,-76.74865723
500.7999878,-79.65087891,-76.42822266,-77.03552246,-76.79138184
501,-79.60510254,-76.42211914,-77.04467773,-76.85546875
501.2000122,-79.62036133,-76.41296387,-77.02636719,-76.83410645
501.3999939,-79.63562012,-76.40380859,-77.08435059,-76.87072754
501.6000061,-79.59289551,-76.40991211,-77.13012695,-76.88903809
501.7999878,-79.58374023,-76.41906738,-77.14233398,-76.85241699
502,-79.5715332,-76.36413574,-77.19116211,-76.90429688
502.2000122,-79.58679199,-76.39465332,-77.1484375,-76.8737793
502.3999939,-79.55627441,-76.40380859,-77.13012695,-76.88598633
502.6000061,-79.57763672,-76.38244629,-77.13317871,-76.86767578
502.7999878,-79.54711914,-76.3885498,-77.12402344,-76.91345215
503,-79.54406738,-76.37023926,-77.19116211,-76.95617676
503.2000122,-79.52880859,-76.36413574,-77.2277832,-76.90124512
503.3999939,-79.51660156,-76.36413574,-77.27966309,-76.90429688
503.6000061,-79.51049805,-76.35192871,-77.27661133,-76.96533203
503.7999878,-79.51049805,-76.32446289,-77.23083496,-76.91955566
504,-79.5501709,-76.33666992,-77.23693848,-76.92871094
504.2000122,-79.53186035,-76.33056641,-77.29797363,-76.9317627
504.3999939,-79.54711914,-76.33056641,-77.31323242,-76.98974609
504.6000061,-79.57458496,-76.33056641,-77.34069824,-77.01721191
504.7999878,-79.56237793,-76.30004883,-77.39257813,-76.98669434
505,-79.48913574,-76.30310059,-77.34985352,-76.96533203
505.2000122,-79.51049805,-76.31225586,-77.43225098,-76.94396973
505.3999939,-79.50744629,-76.30004883,-77.44140625,-77.02026367
505.6000061,-79.50439453,-76.30310059,-77.38952637,-77.10266113
505.7999878,-79.47692871,-76.25732422,-77.46582031,-77.07214355
506,-79.48913574,-76.2512207,-77.49633789,-77.05688477
506.2000122,-79.50744629,-76.24816895,-77.4597168,-77.0324707
506.3999939,-79.47692871,-76.2298584,-77.4230957,-77.06298828
506.6000061,-79.48608398,-76.23596191,-77.49938965,-77.08740234
506.7999878,-79.47998047,-76.23291016,-77.52990723,-77.1270752
507,-79.48608398,-76.21765137,-77.5390625,-77.10571289
507.2000122,-79.46777344,-76.21765137,-77.63671875,-77.09960938
507.3999939,-79.50744629,-76.19934082,-77.62756348,-77.1697998
507.6000061,-79.4708252,-76.20239258,-77.64282227,-77.10266113
507.7999878,-79.46472168,-76.1932373,-77.62145996,-77.12097168
508,-79.50439453,-76.22680664,-77.60925293,-77.15148926
508.2000122,-79.48303223,-76.19018555,-77.60009766,-77.0904541
508.3999939,-79.44030762,-76.1932373,-77.64282227,-77.10266113
508.6000061,-79.45556641,-76.14746094,-77.69775391,-77.15759277
508.7999878,-79.46472168,-76.18408203,-77.69470215,-77.14233398
509,-79.50439453,-76.15661621,-77.65197754,-77.07824707
509.2000122,-79.52575684,-76.16271973,-77.70996094,-77.11486816
509.3999939,-79.53186035,-76.17492676,-77.69470215,-77.14233398
509.6000061,-79.48608398,-76.13830566,-77.69165039,-77.18505859
509.7999878,-79.49829102,-76.14746094,-77.70996094,-77.18505859
510,-79.46472168,-76.15356445,-77.71911621,-77.20031738
510.2000122,-79.46777344,-76.16882324,-77.71911621,-77.13317871
510.3999939,-79.4708252,-76.14135742,-77.70690918,-77.18200684
510.6000061,-79.4921875,-76.1505127,-77.73742676,-77.17285156
510.7999878,-79.50439453,-76.15966797,-77.73132324,-77.13317871
511,-79.54406738,-76.15661621,-77.71911621,-77.23693848
511.2000122,-79.50744629,-76.15356445,-77.7130127,-77.20336914
511.3999939,-79.51965332,-76.13830566,-77.6763916,-77.24609375
511.6000061,-79.52575684,-76.14440918,-77.6763916,-77.21862793
511.7999878,-79.52575684,-76.13830566,-77.69470215,-77.19421387
512,-79.52880859,-76.11694336,-77.70385742,-77.21557617
512.2000122,-79.51965332,-76.14440918,-77.69470215,-77.20336914
512.4000244,-79.52575684,-76.14746094,-77.72216797,-77.18200684
512.5999756,-79.57763672,-76.14135742,-77.73132324,-77.18811035
512.7999878,-79.50439453,-76.14135742,-77.66418457,-77.24304199
513,-79.54101563,-76.11694336,-77.69165039,-77.24304199
513.2000122,-79.58374023,-76.13220215,-77.66723633,-77.21252441
513.4000244,-79.58679199,-76.14746094,-77.6550293,-77.23999023
513.5999756,-79.55932617,-76.12915039,-77.62451172,-77.20947266
513.7999878,-79.53796387,-76.12609863,-77.60009766,-77.22167969
514,-79.58374023,-76.11999512,-77.58789063,-77.23693848
514.2000122,-79.54406738,-76.10168457,-77.63061523,-77.23388672
514.4000244,-79.55322266,-76.10473633,-77.63061523,-77.27966309
514.5999756,-79.55627441,-76.1138916,-77.57263184,-77.29797363
514.7999878,-79.56848145,-76.12915039,-77.56347656,-77.25830078
515,-79.56542969,-76.10778809,-77.57873535,-77.23999023
515.2000122,-79.55322266,-76.08947754,-77.59399414,-77.26135254
515.4000244,-79.58374023,-76.10473633,-77.5177002,-77.23388672
515.5999756,-79.57763672,-76.11999512,-77.4810791,-77.27661133
515.7999878,-79.54711914,-76.12304688,-77.48718262,-77.33459473
516,-79.55627441,-76.13830566,-77.50244141,-77.29797363
516.2000122,-79.54406738,-76.08337402,-77.45666504,-77.2857666
516.4000244,-79.58068848,-76.10473633,-77.49328613,-77.2857666
516.5999756,-79.58068848,-76.1138916,-77.51159668,-77.28881836
516.7999878,-79.62341309,-76.0925293,-77.42004395,-77.23693848
517,-79.60205078,-76.04064941,-77.44445801,-77.26135254
517.2000122,-79.58984375,-76.04370117,-77.46582031,-77.27355957
517.4000244,-79.57458496,-76.08642578,-77.4597168,-77.2644043
517.5999756,-79.59289551,-76.07421875,-77.41088867,-77.20031738
517.7999878,-79.59899902,-76.05895996,-77.42614746,-77.18811035
518,-79.57763672,-76.05285645,-77.42919922,-77.25524902
518.2000122,-79.62036133,-76.04370117,-77.45056152,-77.26745605
518.4000244,-79.61730957,-76.05895996,-77.47497559,-77.27966309
518.5999756,-79.61730957,-76.01928711,-77.46276855,-77.2064209
518.7999878,-79.59594727,-76.04370117,-77.4597168,-77.24304199
519,-79.57763672,-76.05285645,-77.46582031,-77.26135254
519.2000122,-79.58679199,-76.03149414,-77.44445801,-77.26745605
519.4000244,-79.61425781,-76.04675293,-77.47497559,-77.24609375
519.5999756,-79.62646484,-76.02844238,-77.45666504,-77.23693848
519.7999878,-79.64172363,-76.04064941,-77.44140625,-77.27355957
520,-79.64782715,-76.0345459,-77.49938965,-77.27966309
520.2000122,-79.65087891,-76.02539063,-77.4230957,-77.27050781
520.4000244,-79.63256836,-76.00402832,-77.39257813,-77.27661133
520.5999756,-79.66308594,-76.03759766,-77.40478516,-77.30407715
520.7999878,-79.62646484,-76.01318359,-77.36206055,-77.29797363
521,-79.68444824,-75.9979248,-77.3223877,-77.32849121
521.2000122,-79.59594727,-76.02233887,-77.39562988,-77.28881836
521.4000244,-79.63867188,-75.98876953,-77.39562988,-77.32849121
521.5999756,-79.69665527,-76.02233887,-77.41699219,-77.40783691
521.7999878,-79.6875,-76.00402832,-77.43530273,-77.4017334
522,-79.64172363,-76.00402832,-77.50854492,-77.41394043
522.2000122,-79.69055176,-75.9765625,-77.49938965,-77.35900879
522.4000244,-79.69055176,-75.96130371,-77.49938965,-77.38037109
522.5999756,-79.65698242,-75.94909668,-77.45361328,-77.39562988
522.7999878,-79.6661377,-75.9765625,-77.48718262,-77.36816406
523,-79.67224121,-75.97351074,-77.52380371,-77.49023438
523.2000122,-79.68444824,-75.96130371,-77.54516602,-77.40783691
523.4000244,-79.66918945,-75.93383789,-77.50854492,-77.43835449
523.5999756,-79.63562012,-75.92163086,-77.52380371,-77.3651123
523.7999878,-79.67224121,-75.8972168,-77.56347656,-77.41088867
524,-79.6295166,-75.91247559,-77.57873535,-77.39257813
524.2000122,-79.6295166,-75.90942383,-77.52380371,-77.49328613
524.4000244,-79.64782715,-75.90026855,-77.55737305,-77.4810791
524.5999756,-79.62341309,-75.87585449,-77.55737305,-77.41699219
524.7999878,-79.61730957,-75.90332031,-77.5604248,-77.49328613
525,-79.56237793,-75.89416504,-77.56958008,-77.50244141
525.2000122,-79.54406738,-75.85449219,-77.62756348,-77.48413086
525.4000244,-79.52880859,-75.8605957,-77.65197754,-77.41699219
525.5999756,-79.57458496,-75.86669922,-77.6184082,-77.4810791
525.7999878,-79.55627441,-75.83007813,-77.63061523,-77.46276855
526,-79.55322266,-75.8392334,-77.6763916,-77.49938965
526.2000122,-79.54406738,-75.84228516,-77.62451172,-77.48413086
526.4000244,-79.48608398,-75.82397461,-77.69165039,-77.46887207
526.5999756,-79.5135498,-75.8026123,-77.68554688,-77.47497559
