Control Time [ms],WT,KCNQ1-p.R190W,KCNQ1-p.R594Q,KCNQ1-p.R190W & KCNQ1-p.R594Q,KCNQ1-p.A341V,KCNH2-p.R366X,KCNH2-p.A561V
,,,,-5.900796,-1.013268,12.099612,-7.331292
,,,,-5.66238,-0.536436,12.159216,-8.04654
,,,,-6.139212,-0.476832,12.099612,-7.808124
,,,,-6.25842,-0.715248,12.278424,-7.927332
,,,,-5.9604,-0.715248,12.278424,-8.582976
,,,,-6.198816,-0.476832,12.159216,-8.34456
,,,,-5.245152,-0.655644,12.159216,-7.927332
,,,,-5.36436,-1.013268,12.636048,-7.808124
,,,,-5.185548,-0.89406,12.636048,-7.867728
,,,,-5.006736,-0.715248,12.51684,-7.74852
,,,,-5.9604,-0.59604,12.338028,-7.867728
,,,,-5.543172,-0.536436,12.159216,-7.569708
,,,,-5.185548,-1.072872,12.099612,-7.4505
,,,,-5.841192,-0.774852,12.159216,-8.582976
,,,,-5.483568,-0.238416,12.338028,-8.34456
,,,,-5.125944,-0.953664,12.457236,-7.569708
,,,,-5.602776,-1.251684,12.159216,-7.688916
,,,,-5.66238,-0.774852,11.741988,-7.867728
,,,,-5.721984,-0.89406,12.099612,-8.523372
,,,,-5.125944,-1.132476,12.21882,-8.702184
,,,,-5.06634,-0.357624,12.159216,-8.04654
,,,,-5.9604,-0.59604,12.099612,-8.106144
,,,,-5.185548,-1.013268,11.980404,-8.165748
,,,,-4.947132,-0.834456,11.62278,-8.106144
,,,,-5.006736,-0.834456,11.563176,-7.927332
,,,,-5.721984,-0.178812,11.62278,-7.867728
,,,,-5.602776,-0.476832,11.682384,-7.092876
,,,,-5.721984,-0.476832,11.563176,-7.867728
,,,,-5.900796,-0.953664,11.503572,-8.582976
,,,,-4.76832,-1.132476,11.801592,-7.629312
,,,,-4.351092,-0.536436,11.443968,-7.808124
,,,,-4.410696,-0.476832,11.62278,-7.331292
,,,,-5.06634,-0.059604,11.861196,-7.271688
,,,,-5.245152,-0.655644,11.443968,-7.569708
,,,,-5.245152,-1.013268,11.265156,-6.973668
,,,,-5.602776,-0.476832,11.443968,-6.914064
,,,,-5.304756,-0.89406,11.443968,-6.85446
,,,,-5.483568,-1.132476,11.563176,-7.569708
,,,,-5.483568,-0.774852,11.384364,-7.4505
,,,,-5.721984,-0.655644,11.503572,-7.569708
,,,,-5.66238,-0.834456,11.682384,-7.867728
,,,,-5.245152,-0.238416,11.384364,-7.331292
,,,,-5.304756,-1.251684,11.741988,-8.34456
,,,,-5.245152,-1.4901,11.801592,-7.569708
,,,,-5.125944,-0.774852,11.265156,-7.15248
,,,,-5.483568,-0.59604,10.967136,-8.165748
,,,,-5.602776,-0.715248,11.384364,-8.34456
,,,,-5.245152,-0.834456,11.384364,-7.688916
,,,,-5.781588,-1.072872,11.443968,-7.271688
,,,,-5.66238,-0.715248,11.503572,-7.629312
,,,,-5.543172,-0.59604,11.205552,-8.821392
,,,,-5.304756,-0.953664,11.265156,-8.523372
,,,,-5.245152,-0.89406,11.32476,-8.165748
,,,,-5.304756,-0.715248,11.32476,-8.04654
,,,,-5.9604,-1.013268,10.847928,-7.629312
,,,,-5.543172,-0.834456,10.549908,-7.569708
,,,,-5.006736,-0.655644,10.788324,-7.331292
,,,,-6.198816,-1.370892,11.086344,-7.688916
,,,,-5.9604,-1.072872,11.32476,-7.331292
,,,,-5.721984,-0.834456,11.32476,-7.212084
,,,,-5.483568,-0.89406,11.086344,-7.331292
,,,,-4.708716,-0.953664,10.907532,-7.74852
,,,,-5.185548,-1.013268,11.086344,-7.808124
,,,,-5.602776,-1.19208,11.145948,-7.092876
,,,,-5.9604,-0.953664,10.847928,-7.510104
,,,,-6.079608,-0.774852,11.32476,-7.867728
,,,,-5.66238,-1.072872,11.205552,-7.510104
,,,,-5.06634,-1.370892,10.967136,-7.4505
,,,,-5.36436,-1.311288,11.02674,-7.271688
,,,,-5.721984,-1.072872,10.847928,-6.616044
,,,,-5.185548,-1.370892,10.72872,-7.033272
,,,,-5.006736,-1.370892,10.967136,-7.4505
,,,,-5.721984,-1.072872,11.443968,-7.033272
,,,,-5.602776,-0.953664,10.72872,-7.033272
,,,,-5.483568,-1.013268,10.251888,-7.4505
,,,,-5.781588,-0.536436,10.847928,-7.510104
,,,,-5.304756,-0.29802,11.086344,-7.986936
,,,,-4.351092,-0.89406,10.788324,-7.510104
,,,,-4.827924,-1.072872,11.145948,-7.331292
,,,,-5.841192,-0.715248,10.967136,-7.212084
,,,,-5.841192,-1.132476,10.609512,-7.4505
,,,,-4.947132,-1.311288,10.609512,-7.569708
,,,,-4.827924,-1.132476,10.609512,-7.74852
,,,,-5.006736,-1.19208,10.311492,-7.510104
,,,,-5.06634,-0.89406,10.490304,-7.390896
,,,,-5.841192,-1.430496,10.490304,-7.74852
,,,,-5.125944,-1.370892,10.371096,-7.629312
,,,,-5.36436,-0.834456,10.490304,-7.390896
,,,,-6.020004,-0.774852,10.371096,-7.569708
,,,,-5.721984,-1.072872,10.311492,-7.390896
,,,,-5.602776,-1.072872,10.490304,-6.85446
,,,,-5.543172,-0.774852,10.490304,-8.106144
,,,,-5.304756,-1.013268,10.192284,-7.629312
,,,,-5.423964,-1.132476,10.13268,-6.139212
,,,,-5.185548,-0.834456,10.4307,-7.331292
,,,,-4.887528,-0.357624,10.371096,-8.04654
,,,,-4.887528,-0.59604,10.490304,-7.271688
,,,,-5.36436,-1.132476,10.13268,-7.629312
,,,,-5.423964,-1.19208,10.251888,-7.74852
,,,,-5.006736,-1.013268,10.490304,-7.510104
,,,,-4.887528,-0.774852,10.251888,-7.092876
,,,,-5.245152,-0.417228,10.311492,-7.569708
,,,,-5.304756,-0.655644,10.4307,-7.510104
,,,,-5.245152,-0.59604,10.311492,-6.794856
,,,,-5.543172,-1.013268,10.073076,-7.092876
,,,,-5.006736,-1.19208,9.953868,-7.033272
,,,,-4.649112,-0.953664,10.073076,-7.927332
,,,,-4.947132,-1.072872,10.192284,-8.284956
,,,,-5.06634,-0.59604,10.013472,-7.033272
,,,,-4.887528,-0.834456,9.953868,-7.569708
,,,,-4.947132,-0.715248,10.311492,-8.225352
,,,,-5.185548,-0.29802,10.371096,-7.092876
,,,,-5.125944,-0.59604,9.894264,-6.914064
,,,,-5.06634,-1.251684,9.715452,-7.629312
,,,,-4.649112,-1.132476,9.83466,-7.629312
,,,,-5.304756,-1.370892,9.53664,-7.808124
,,,,-5.543172,-1.549704,9.715452,-7.212084
,,,,-4.887528,-0.953664,9.894264,-7.390896
,,,,-5.125944,-1.132476,9.477036,-7.4505
,,,,-4.76832,-1.370892,9.596244,-7.092876
,,,,-4.887528,-1.072872,9.715452,-7.212084
,,,,-5.483568,-1.19208,9.417432,-7.629312
,,,,-6.020004,-1.430496,9.298224,-7.271688
,,,,-5.543172,-1.609308,9.53664,-7.688916
,,,,-4.827924,-1.311288,9.596244,-7.986936
,,,,-5.36436,-1.19208,9.655848,-7.510104
,,,,-5.781588,-1.013268,9.417432,-7.271688
,,,,-5.06634,-1.132476,9.23862,-7.15248
,,,,-5.06634,-1.132476,9.23862,-8.284956
,,,,-5.304756,-1.370892,9.715452,-8.523372
,,,,-5.543172,-1.78812,9.83466,-7.927332
,,,,-5.543172,-1.311288,9.596244,-8.106144
,,,,-5.66238,-1.132476,9.53664,-8.04654
,,,,-5.543172,-0.89406,9.596244,-7.808124
,,,,-5.245152,-0.89406,9.53664,-7.510104
,,,,-5.423964,-1.132476,9.357828,-7.092876
,,,,-5.245152,-0.953664,9.417432,-6.914064
,,,,-4.827924,-1.4901,9.53664,-7.212084
,,,,-4.887528,-1.311288,9.53664,-7.271688
,,,,-5.66238,-0.59604,9.596244,-7.927332
,,,,-5.423964,-0.89406,9.23862,-8.404164
,,,,-4.827924,-0.89406,9.298224,-7.688916
,,,,-5.006736,-0.59604,9.477036,-7.15248
,,,,-5.900796,-1.072872,9.357828,-7.271688
,,,,-5.66238,-1.4901,9.000204,-7.629312
,,,,-5.006736,-1.132476,9.417432,-7.569708
,,,,-5.423964,-1.072872,9.477036,-8.225352
,,,,-5.483568,-1.311288,8.9406,-8.165748
,,,,-5.304756,-1.19208,9.059808,-7.15248
,,,,-4.708716,-0.953664,9.119412,-7.510104
,,,,-4.708716,-1.19208,9.179016,-7.986936
,,,,-5.006736,-1.251684,9.119412,-8.04654
,,,,-5.304756,-1.132476,8.821392,-6.85446
,,,,-5.483568,-1.370892,8.880996,-6.616044
,,,,-5.36436,-0.89406,9.179016,-7.212084
,,,,-5.304756,-0.89406,8.9406,-8.225352
,,,,-5.423964,-1.370892,8.9406,-8.225352
,,,,-4.887528,-1.072872,9.179016,-7.688916
,,,,-5.36436,-1.430496,9.298224,-7.927332
,,,,-5.602776,-1.847724,9.298224,-7.688916
,,,,-5.36436,-1.549704,8.821392,-6.914064
,,,,-5.245152,-1.609308,8.880996,-7.629312
,,,,-5.185548,-1.311288,8.9406,-8.225352
,,,,-5.483568,-0.89406,8.880996,-7.212084
,,,,-5.304756,-1.430496,9.000204,-7.510104
,,,,-5.423964,-1.311288,9.000204,-7.4505
,,,,-5.304756,-0.834456,8.523372,-6.675648
,,,,-4.708716,-1.132476,8.404164,-6.616044
,,,,-4.947132,-1.311288,8.702184,-7.4505
,,,,-5.36436,-1.370892,9.23862,-7.390896
,,,,-5.06634,-1.370892,9.059808,-7.271688
,,,,-4.947132,-0.953664,8.761788,-7.033272
,,,,-5.543172,-0.715248,8.463768,-6.85446
,,,,-4.947132,-1.19208,8.582976,-7.15248
,,,,-5.543172,-1.4901,8.64258,-7.15248
,,,,-5.900796,-1.549704,8.880996,-7.331292
,,,,-5.36436,-1.072872,8.702184,-7.688916
,,,,-5.006736,-1.4901,8.582976,-8.225352
,,,,-5.721984,-1.549704,8.582976,-7.569708
,,,,-5.781588,-1.668912,8.404164,-7.688916
,,,,-5.125944,-1.549704,8.34456,-7.510104
,,,,-5.423964,-1.251684,8.582976,-7.15248
,,,,-5.125944,-1.370892,8.463768,-6.794856
,,,,-5.125944,-0.953664,8.404164,-7.569708
,,,,-5.602776,-1.19208,8.284956,-7.74852
,,,,-5.304756,-1.072872,8.523372,-7.15248
,,,,-5.245152,-0.774852,8.582976,-7.212084
,,,,-4.76832,-0.536436,8.64258,-7.808124
,,,,-5.423964,-0.715248,8.463768,-7.927332
,,,,-5.900796,-1.370892,8.34456,-7.4505
,,,,-5.483568,-1.4901,8.523372,-6.914064
,,,,-5.423964,-1.072872,8.64258,-6.914064
,,,,-4.947132,-1.549704,8.702184,-6.735252
,,,,-4.947132,-1.549704,8.34456,-7.74852
,,,,-5.304756,-1.132476,8.106144,-7.629312
,,,,-5.245152,-1.430496,8.04654,-7.331292
,,,,-4.947132,-1.549704,8.404164,-6.616044
,,,,-5.185548,-1.132476,8.284956,-6.616044
,,,,-5.781588,-0.774852,8.225352,-7.033272
,,,,-5.543172,-0.715248,8.34456,-7.569708
,,,,-5.602776,-1.072872,8.284956,-7.092876
,,,,-5.304756,-0.715248,8.284956,-6.85446
,,,,-5.125944,-0.89406,8.34456,-7.212084
,,,,-5.245152,-1.251684,8.04654,-6.794856
,,,,-5.781588,-1.668912,7.986936,-7.212084
,,,,-5.483568,-0.953664,8.404164,-7.331292
,,,,-5.423964,-0.774852,7.927332,-7.629312
,,,,-5.841192,-1.132476,7.927332,-6.85446
,,,,-6.318024,-1.609308,7.986936,-7.092876
,,,,-6.079608,-1.370892,7.927332,-7.510104
,,,,-5.9604,-1.132476,7.74852,-7.510104
,,,,-5.245152,-1.072872,7.808124,-7.688916
,,,,-4.887528,-1.132476,7.927332,-7.510104
,,,,-5.006736,-0.89406,7.688916,-7.092876
,,,,-5.245152,-1.072872,7.808124,-6.85446
,,,,-5.721984,-1.013268,7.629312,-7.15248
,,,,-5.543172,-0.715248,7.688916,-7.212084
,,,,-5.423964,-0.655644,7.510104,-7.867728
,,,,-5.483568,-1.19208,7.688916,-7.510104
,,,,-5.304756,-1.19208,8.106144,-6.616044
,,,,-4.589508,-1.430496,7.808124,-6.973668
,,,,-4.947132,-1.072872,7.390896,-7.271688
,,,,-5.36436,-0.715248,7.629312,-7.092876
,,,,-5.66238,-0.834456,8.106144,-6.973668
,,,,-6.139212,-1.251684,7.74852,-6.735252
,,,,-5.006736,-1.609308,7.271688,-7.212084
,,,,-4.76832,-1.4901,7.629312,-7.4505
,,,,-4.589508,-0.834456,7.986936,-7.629312
,,,,-4.827924,-0.89406,7.808124,-7.331292
,,,,-5.06634,-1.132476,7.271688,-6.914064
,,,,-5.66238,-1.013268,7.092876,-7.212084
,,,,-5.602776,-0.774852,7.331292,-7.092876
,,,,-5.245152,-0.953664,7.390896,-7.212084
,,,,-5.66238,-1.013268,7.390896,-7.15248
,,,,-5.304756,-1.430496,7.569708,-6.914064
,,,,-4.4703,-1.251684,7.569708,-7.15248
,,,,-4.529904,-0.715248,7.4505,-7.092876
,,,,-5.006736,-0.417228,7.569708,-7.033272
,,,,-5.06634,-0.59604,7.569708,-7.15248
,,,,-5.423964,-0.834456,7.212084,-6.496836
,,,,-5.602776,-0.834456,7.4505,-7.15248
,,,,-5.125944,-0.89406,7.688916,-7.271688
,,,,-5.245152,-1.370892,7.271688,-7.15248
,,,,-5.423964,-1.728516,6.973668,-7.4505
,,,,-5.543172,-0.89406,6.794856,-6.496836
,,,,-5.483568,-0.715248,6.85446,-6.377628
,,,,-5.66238,-1.370892,7.331292,-6.973668
,,,,-5.06634,-0.953664,7.331292,-7.092876
,,,,-4.947132,-0.89406,6.914064,-6.735252
,,,,-4.947132,-1.013268,6.973668,-7.092876
,,,,-5.185548,-0.774852,7.15248,-7.212084
,,,,-5.006736,-0.59604,7.4505,-6.616044
,,,,-5.543172,-1.132476,7.4505,-6.794856
,,,,-5.721984,-1.132476,6.973668,-7.15248
,,,,-4.827924,-0.89406,7.092876,-6.496836
,,,,-4.4703,-1.251684,7.092876,-6.318024
,,,,-4.947132,-1.013268,6.914064,-6.198816
,,,,-5.483568,-0.417228,6.914064,-6.55644
,,,,-5.781588,-1.013268,7.212084,-7.092876
,,,,-5.245152,-1.132476,7.390896,-7.212084
,,,,-5.602776,-0.655644,7.092876,-7.510104
,,,,-5.781588,-0.89406,6.675648,-7.212084
,,,,-5.304756,-1.19208,6.914064,-6.973668
,,,,-5.423964,-0.834456,7.033272,-6.675648
,,,,-5.304756,-0.774852,6.85446,-6.914064
,,,,-4.947132,-1.430496,6.914064,-7.331292
,,,,-5.125944,-1.668912,6.616044,-6.794856
,,,,-5.125944,-0.953664,6.85446,-6.914064
,,,,-4.827924,-0.774852,7.033272,-7.033272
,,,,-5.06634,-1.132476,6.973668,-6.675648
,,,,-5.721984,-1.251684,6.85446,-6.675648
,,,,-5.423964,-0.89406,6.318024,-7.390896
,,,,-4.76832,-0.953664,6.437232,-6.55644
,,,,-4.887528,-1.251684,6.55644,-6.55644
,,,,-5.245152,-1.132476,6.616044,-7.569708
,,,,-5.36436,-1.072872,6.794856,-7.986936
,,,,-5.06634,-1.430496,6.496836,-6.85446
,,,,-5.245152,-0.89406,6.25842,-6.496836
,,,,-5.245152,-0.89406,6.85446,-6.377628
,,,,-5.125944,-1.78812,6.55644,-6.914064
,,,,-5.06634,-1.847724,6.616044,-7.390896
,,,,-5.36436,-1.251684,6.437232,-7.033272
,,,,-5.602776,-1.013268,6.377628,-7.688916
,,,,-5.185548,-1.370892,6.735252,-7.212084
,,,,-5.06634,-1.4901,6.735252,-6.794856
,,,,-4.76832,-0.59604,6.198816,-6.794856
,,,,-5.36436,-0.59604,6.139212,-7.092876
,,,,-5.36436,-1.251684,6.318024,-7.629312
,,,,-5.602776,-1.013268,6.020004,-6.437232
,,,,-5.36436,-1.072872,6.020004,-5.900796
,,,,-4.649112,-1.370892,6.55644,-6.616044
,,,,-5.483568,-1.251684,6.496836,-6.079608
,,,,-5.841192,-1.311288,6.496836,-6.25842
,,,,-5.483568,-1.072872,6.377628,-7.331292
,,,,-5.006736,-1.013268,6.079608,-6.914064
,,,,-5.125944,-1.072872,6.198816,-6.675648
,,,,-5.304756,-1.311288,6.318024,-6.914064
,,,,-5.125944,-1.430496,6.496836,-7.092876
,,,,-5.66238,-1.19208,6.318024,-7.4505
,,,,-5.185548,-1.251684,6.25842,-7.033272
,,,,-5.185548,-1.013268,6.377628,-7.092876
,,,,-5.006736,-0.715248,6.496836,-7.4505
,,,,-5.006736,-0.834456,6.496836,-6.914064
,,,,-5.543172,-0.89406,6.020004,-6.794856
,,,,-5.006736,-1.072872,5.781588,-7.212084
,,,,-4.529904,-1.19208,6.139212,-7.15248
,,,,-5.006736,-1.072872,6.020004,-6.675648
,,,,-4.76832,-1.251684,6.020004,-6.55644
,,,,-4.827924,-1.728516,5.721984,-6.794856
,,,,-4.827924,-1.072872,5.781588,-6.55644
,,,,-5.423964,-1.251684,6.079608,-6.55644
,,,,-5.06634,-1.4901,6.25842,-7.212084
,,,,-4.708716,-0.89406,5.66238,-6.496836
,,,,-4.649112,-0.655644,5.483568,-6.675648
,,,,-5.245152,-1.430496,5.602776,-6.496836
,,,,-5.841192,-1.251684,5.721984,-6.496836
,,,,-4.827924,-0.89406,5.841192,-6.973668
,,,,-5.06634,-1.19208,6.079608,-6.55644
,,,,-5.245152,-0.89406,5.66238,-6.496836
,,,,-5.06634,-1.132476,5.781588,-6.675648
,,,,-5.06634,-0.953664,5.9604,-6.616044
,,,,-5.06634,-0.536436,5.841192,-5.721984
,,,,-5.006736,-1.013268,5.66238,-6.437232
,,,,-4.708716,-1.251684,5.841192,-6.973668
,,,,-4.589508,-1.072872,5.9604,-6.973668
,,,,-4.76832,-0.953664,5.781588,-7.033272
,,,,-4.887528,-0.89406,5.900796,-6.616044
,,,,-4.351092,-1.132476,6.139212,-6.85446
,,,,-4.589508,-1.072872,6.020004,-6.318024
,,,,-4.589508,-1.013268,5.66238,-6.139212
,,,,-4.827924,-0.715248,5.66238,-6.55644
,,,,-5.125944,-1.251684,5.841192,-6.973668
,,,,-4.947132,-1.132476,5.900796,-6.914064
,,,,-5.423964,-0.834456,5.781588,-6.914064
,,,,-5.245152,-1.132476,5.900796,-6.437232
,,,,-4.708716,-0.834456,5.721984,-6.735252
,,,,-4.76832,-1.251684,5.841192,-6.139212
,,,,-4.827924,-1.370892,5.900796,-6.377628
,,,,-5.36436,-1.609308,5.602776,-6.85446
,,,,-5.06634,-1.847724,5.66238,-6.437232
,,,,-4.947132,-1.251684,5.483568,-6.139212
,,,,-4.947132,-0.953664,5.423964,-6.318024
,,,,-4.76832,-1.370892,5.185548,-6.616044
,,,,-4.291488,-1.132476,5.36436,-6.318024
,,,,-4.649112,-1.132476,5.245152,-5.721984
,,,,-5.423964,-0.834456,5.304756,-6.198816
,,,,-5.483568,-0.953664,5.602776,-7.033272
,,,,-4.708716,-1.430496,5.602776,-7.390896
,,,,-4.827924,-0.834456,5.66238,-7.271688
,,,,-5.304756,-0.774852,5.483568,-6.25842
,,,,-5.245152,-0.953664,5.423964,-5.841192
,,,,-5.423964,-0.953664,5.483568,-6.377628
,,,,-5.36436,-1.132476,5.543172,-6.794856
,,,,-4.76832,-1.370892,5.185548,-6.437232
,,,,-4.708716,-1.072872,5.245152,-6.377628
,,,,-5.006736,-1.251684,5.125944,-6.616044
,,,,-4.887528,-1.072872,4.887528,-6.914064
,,,,-5.185548,-0.953664,5.304756,-6.377628
,,,,-4.887528,-1.609308,5.245152,-6.85446
,,,,-3.814656,-1.728516,5.245152,-6.973668
,,,,-4.827924,-1.430496,5.304756,-6.616044
,,,,-5.781588,-1.013268,5.185548,-7.092876
,,,,-5.185548,-1.4901,4.827924,-7.15248
,,,,-4.947132,-1.907328,5.245152,-6.973668
,,,,-5.185548,-1.370892,5.602776,-6.496836
,,,,-4.827924,-1.251684,5.125944,-6.616044
,,,,-4.4703,-1.19208,5.304756,-6.55644
,,,,-4.231884,-1.132476,5.245152,-6.318024
,,,,-4.708716,-0.953664,4.827924,-6.675648
,,,,-4.529904,-1.251684,4.947132,-6.794856
,,,,-4.708716,-1.370892,5.483568,-6.437232
,,,,-5.06634,-1.549704,5.245152,-6.914064
,,,,-5.36436,-1.19208,4.76832,-7.212084
,,,,-4.708716,-0.89406,4.887528,-6.735252
,,,,-4.351092,-1.013268,5.245152,-5.9604
,,,,-4.410696,-1.311288,4.649112,-5.900796
,,,,-4.947132,-0.953664,4.887528,-6.675648
,,,,-5.423964,-1.251684,5.185548,-6.675648
,,,,-5.125944,-0.774852,5.06634,-6.85446
,,,,-4.589508,-0.178812,5.185548,-6.675648
,,,,-5.245152,-0.59604,4.887528,-6.437232
,,,,-4.887528,-1.251684,4.76832,-6.496836
,,,,-4.231884,-1.251684,5.006736,-6.616044
,,,,-5.006736,-0.834456,4.76832,-6.794856
,,,,-5.304756,-1.251684,4.589508,-6.55644
,,,,-4.76832,-1.370892,4.887528,-6.25842
,,,,-5.304756,-0.89406,4.708716,-7.092876
,,,,-5.36436,-0.655644,4.947132,-7.390896
,,,,-4.589508,-0.89406,4.887528,-6.735252
,,,,-4.351092,-1.013268,4.708716,-6.496836
,,,,-4.589508,-1.370892,4.410696,-6.437232
,,,,-5.304756,-1.370892,4.112676,-5.841192
,,,,-5.185548,-0.834456,4.291488,-5.781588
,,,,-5.185548,-1.132476,4.589508,-7.033272
,,,,-4.76832,-1.19208,4.589508,-7.271688
,,,,-4.887528,-0.59604,4.291488,-6.318024
,,,,-5.245152,-0.715248,4.351092,-6.675648
,,,,-5.125944,-1.847724,4.827924,-6.437232
,,,,-4.887528,-1.847724,4.410696,-6.020004
,,,,-4.4703,-0.834456,4.053072,-6.55644
,,,,-4.4703,-0.715248,4.649112,-7.15248
,,,,-4.827924,-1.19208,4.947132,-6.318024
,,,,-4.231884,-0.715248,4.4703,-6.55644
,,,,-4.708716,-1.013268,4.291488,-6.794856
,,,,-5.185548,-1.609308,4.4703,-6.85446
,,,,-4.708716,-1.251684,4.410696,-7.092876
,,,,-5.245152,-0.953664,4.529904,-6.794856
,,,,-5.125944,-1.19208,4.529904,-6.25842
,,,,-4.708716,-1.013268,4.4703,-6.318024
,,,,-5.06634,-1.311288,4.351092,-6.794856
,,,,-5.245152,-1.311288,4.410696,-6.735252
,,,,-5.36436,-1.370892,4.410696,-6.55644
,,,,-4.827924,-1.549704,4.291488,-6.437232
,,,,-4.410696,-1.311288,4.410696,-6.914064
,,,,-4.351092,-1.19208,4.589508,-6.496836
,,,,-4.291488,-0.89406,4.351092,-6.318024
,,,,-4.589508,-1.311288,4.351092,-6.55644
,,,,-4.351092,-1.251684,4.410696,-6.318024
,,,,-4.887528,-0.834456,4.112676,-6.318024
,,,,-5.006736,-0.715248,4.291488,-6.25842
,,,,-4.708716,-0.774852,4.351092,-6.55644
,,,,-4.887528,-1.072872,4.4703,-6.55644
,,,,-5.543172,-1.251684,4.410696,-5.9604
,,,,-5.36436,-1.132476,3.933864,-6.25842
,,,,-4.887528,-0.834456,4.291488,-6.198816
,,,,-4.887528,-1.251684,4.112676,-6.496836
,,,,-5.185548,-1.4901,3.933864,-6.735252
,,,,-5.304756,-1.370892,4.053072,-6.675648
,,,,-5.36436,-1.311288,4.112676,-6.794856
,,,,-4.947132,-1.19208,3.87426,-6.318024
,,,,-5.125944,-1.072872,3.933864,-6.25842
,,,,-5.36436,-1.370892,3.516636,-5.602776
,,,,-5.06634,-0.953664,3.695448,-5.721984
,,,,-4.887528,-0.655644,4.053072,-6.55644
,,,,-5.185548,-0.715248,3.814656,-6.079608
,,,,-5.006736,-1.072872,3.993468,-6.198816
,,,,-5.125944,-1.013268,3.993468,-6.25842
,,,,-5.185548,-0.834456,3.993468,-5.483568
,,,,-4.351092,-1.370892,4.112676,-5.185548
,,,,-4.649112,-1.4901,4.231884,-6.020004
,,,,-5.006736,-0.834456,3.993468,-7.271688
,,,,-4.231884,-0.715248,3.993468,-6.973668
,,,,-4.112676,-1.19208,3.993468,-5.781588
,,,,-5.006736,-1.072872,3.635844,-6.318024
,,,,-5.125944,-1.132476,3.87426,-6.079608
,,,,-4.708716,-1.549704,3.635844,-5.900796
,,,,-5.006736,-1.19208,3.27822,-6.25842
,,,,-5.304756,-0.834456,3.755052,-6.020004
,,,,-4.529904,-0.834456,3.87426,-6.020004
,,,,-4.76832,-0.476832,3.635844,-6.318024
,,,,-5.245152,-1.013268,3.814656,-6.139212
,,,,-4.529904,-1.549704,3.87426,-6.079608
,,,,-4.589508,-1.430496,3.755052,-6.079608
,,,,-5.006736,-1.430496,3.57624,-6.079608
,,,,-4.649112,-1.19208,3.635844,-6.318024
,,,,-4.4703,-1.370892,3.635844,-5.900796
,,,,-5.006736,-1.311288,3.87426,-6.020004
,,,,-4.529904,-1.430496,3.635844,-7.033272
,,,,-4.17228,-1.668912,3.337824,-6.198816
,,,,-4.351092,-1.430496,3.516636,-6.020004
,,,,-4.351092,-1.430496,3.337824,-6.198816
,,,,-4.17228,-1.668912,3.337824,-6.079608
,,,,-5.006736,-1.251684,3.57624,-6.377628
,,,,-4.947132,-1.132476,3.635844,-6.496836
,,,,-4.827924,-1.728516,3.695448,-6.437232
,,,,-4.410696,-1.132476,3.57624,-6.437232
,,,,-3.993468,-0.834456,3.337824,-6.377628
,,,,-4.4703,-1.430496,3.337824,-6.318024
,,,,-5.125944,-1.668912,3.397428,-6.25842
,,,,-4.649112,-1.728516,3.695448,-6.079608
,,,,-4.76832,-1.549704,4.053072,-5.900796
,,,,-4.529904,-1.668912,3.87426,-5.423964
,,,,-4.589508,-1.4901,3.57624,-5.483568
,,,,-4.351092,-1.251684,3.755052,-5.602776
,,,,-4.887528,-1.4901,3.87426,-6.496836
,,,,-4.529904,-1.370892,3.516636,-6.85446
,,,,-4.231884,-1.013268,3.27822,-5.721984
,,,,-4.351092,-1.072872,3.218616,-6.25842
,,,,-4.649112,-1.132476,3.457032,-6.079608
,,,,-4.053072,-1.4901,3.695448,-5.185548
,,,,-3.57624,-1.4901,3.516636,-5.900796
,,,,-4.231884,-1.19208,3.159012,-6.020004
,,,,-4.76832,-1.132476,3.218616,-6.020004
,,,,-4.529904,-0.834456,3.635844,-6.318024
,,,,-4.053072,-1.549704,3.516636,-6.079608
,,,,-4.231884,-1.370892,3.337824,-6.437232
,,,,-4.76832,-1.132476,3.397428,-6.914064
,,,,-4.887528,-1.430496,3.27822,-6.437232
,,,,-4.589508,-1.370892,3.039804,-6.020004
,,,,-4.4703,-1.251684,3.039804,-6.139212
,,,,-5.125944,-1.549704,3.457032,-6.973668
,,,,-5.36436,-1.370892,3.218616,-6.616044
,,,,-4.827924,-0.834456,3.039804,-5.66238
,,,,-3.87426,-1.013268,3.57624,-6.079608
,,,,-4.17228,-1.19208,3.457032,-5.841192
,,,,-4.649112,-1.013268,3.159012,-5.841192
,,,,-4.708716,-1.430496,3.039804,-5.602776
,,,,-4.708716,-1.609308,2.9802,-5.9604
,,,,-4.4703,-1.013268,2.9802,-6.735252
,,,,-4.76832,-1.132476,3.159012,-6.55644
,,,,-4.589508,-0.89406,3.218616,-6.139212
,,,,-4.410696,-0.834456,3.039804,-5.9604
,,,,-4.947132,-0.774852,2.741784,-5.9604
,,,,-4.589508,-1.013268,2.9802,-6.675648
,,,,-4.589508,-0.89406,2.9802,-6.914064
,,,,-4.589508,-1.013268,2.801388,-6.437232
,,,,-4.410696,-0.774852,2.562972,-5.9604
,,,,-4.231884,-1.013268,2.741784,-5.781588
,,,,-4.649112,-1.072872,3.039804,-6.437232
,,,,-4.708716,-0.834456,2.920596,-6.020004
,,,,-4.529904,-1.072872,2.860992,-6.139212
,,,,-4.410696,-1.19208,2.622576,-6.318024
,,,,-4.17228,-1.132476,2.562972,-5.841192
,,,,-4.708716,-1.251684,2.860992,-5.602776
