Control Time [ms],WT,KCNQ1-p.R190W,KCNQ1-p.R594Q,KCNQ1-p.R190W & KCNQ1-p.R594Q,KCNQ1-p.A341V,KCNH2-p.R366X,KCNH2-p.A561V
,,,,-5.781588,,,
,,,,-5.9604,,,
,,,,-6.198816,,,
,,,,-7.033272,,,
,,,,-6.616044,,,
,,,,-6.616044,,,
,,,,-6.914064,,,
,,,,-6.318024,,,
,,,,-5.304756,,,
,,,,-6.139212,,,
,,,,-6.55644,,,
,,,,-6.020004,,,
,,,,-5.900796,,,
,,,,-6.25842,,,
,,,,-6.377628,,,
,,,,-5.9604,,,
,,,,-5.781588,,,
,,,,-6.139212,,,
,,,,-6.198816,,,
,,,,-5.841192,,,
,,,,-6.318024,,,
,,,,-6.377628,,,
,,,,-6.020004,,,
,,,,-6.794856,,,
,,,,-6.496836,,,
,,,,-5.483568,,,
,,,,-5.543172,,,
,,,,-6.139212,,,
,,,,-6.377628,,,
,,,,-5.900796,,,
,,,,-6.079608,,,
,,,,-6.079608,,,
,,,,-5.006736,,,
,,,,-5.36436,,,
,,,,-6.496836,,,
,,,,-6.198816,,,
,,,,-5.841192,,,
,,,,-6.079608,,,
,,,,-6.079608,,,
,,,,-6.020004,,,
,,,,-6.020004,,,
,,,,-5.841192,,,
,,,,-6.020004,,,
,,,,-6.198816,,,
,,,,-6.318024,,,
,,,,-6.139212,,,
,,,,-5.900796,,,
,,,,-6.020004,,,
,,,,-6.437232,,,
,,,,-5.423964,,,
,,,,-5.483568,,,
,,,,-5.900796,,,
,,,,-5.66238,,,
,,,,-5.781588,,,
,,,,-6.25842,,,
,,,,-6.079608,,,
,,,,-5.841192,,,
,,,,-5.9604,,,
,,,,-6.020004,,,
,,,,-5.304756,,,
,,,,-5.900796,,,
,,,,-6.020004,,,
,,,,-5.483568,,,
,,,,-5.006736,,,
,,,,-5.781588,,,
,,,,-6.139212,,,
,,,,-5.125944,,,
,,,,-5.185548,,,
,,,,-5.304756,,,
,,,,-5.006736,,,
,,,,-5.483568,,,
,,,,-5.66238,,,
,,,,-6.25842,,,
,,,,-6.616044,,,
,,,,-6.020004,,,
,,,,-5.602776,,,
,,,,-5.245152,,,
,,,,-5.781588,,,
,,,,-6.198816,,,
,,,,-5.602776,,,
,,,,-5.423964,,,
,,,,-5.66238,,,
,,,,-5.66238,,,
,,,,-5.006736,,,
,,,,-4.76832,,,
,,,,-5.185548,,,
,,,,-5.721984,,,
,,,,-5.66238,,,
,,,,-5.245152,,,
,,,,-5.483568,,,
,,,,-4.887528,,,
,,,,-5.06634,,,
,,,,-5.36436,,,
,,,,-5.36436,,,
,,,,-5.36436,,,
,,,,-5.245152,,,
,,,,-5.245152,,,
,,,,-5.423964,,,
,,,,-5.36436,,,
,,,,-5.483568,,,
,,,,-5.66238,,,
,,,,-5.483568,,,
,,,,-5.721984,,,
,,,,-5.602776,,,
,,,,-5.543172,,,
,,,,-5.9604,,,
,,,,-5.781588,,,
,,,,-5.245152,,,
,,,,-5.304756,,,
,,,,-5.185548,,,
,,,,-5.423964,,,
,,,,-5.36436,,,
,,,,-5.543172,,,
,,,,-5.9604,,,
,,,,-5.483568,,,
,,,,-5.245152,,,
,,,,-5.602776,,,
,,,,-6.020004,,,
,,,,-5.9604,,,
,,,,-5.9604,,,
,,,,-5.36436,,,
,,,,-5.006736,,,
,,,,-5.36436,,,
,,,,-5.36436,,,
,,,,-6.020004,,,
,,,,-6.198816,,,
,,,,-5.841192,,,
,,,,-5.602776,,,
,,,,-5.66238,,,
,,,,-5.245152,,,
,,,,-5.721984,,,
,,,,-5.66238,,,
,,,,-4.947132,,,
,,,,-5.304756,,,
,,,,-5.781588,,,
,,,,-5.185548,,,
,,,,-5.543172,,,
,,,,-6.377628,,,
,,,,-6.079608,,,
,,,,-5.185548,,,
,,,,-5.36436,,,
,,,,-6.318024,,,
,,,,-6.079608,,,
,,,,-6.020004,,,
,,,,-5.721984,,,
,,,,-5.900796,,,
,,,,-6.139212,,,
,,,,-5.543172,,,
,,,,-5.185548,,,
,,,,-5.185548,,,
,,,,-5.185548,,,
,,,,-5.423964,,,
,,,,-5.9604,,,
,,,,-5.66238,,,
,,,,-5.125944,,,
,,,,-5.9604,,,
,,,,-6.139212,,,
,,,,-5.36436,,,
,,,,-5.483568,,,
,,,,-5.9604,,,
,,,,-5.543172,,,
,,,,-5.543172,,,
,,,,-5.66238,,,
,,,,-5.185548,,,
,,,,-5.245152,,,
,,,,-5.483568,,,
,,,,-5.721984,,,
,,,,-5.423964,,,
,,,,-5.602776,,,
,,,,-5.483568,,,
,,,,-6.139212,,,
,,,,-5.781588,,,
,,,,-6.198816,,,
,,,,-6.198816,,,
,,,,-5.304756,,,
,,,,-5.245152,,,
,,,,-5.125944,,,
,,,,-5.06634,,,
,,,,-5.602776,,,
,,,,-5.36436,,,
,,,,-5.185548,,,
,,,,-5.185548,,,
,,,,-5.245152,,,
,,,,-4.76832,,,
,,,,-5.06634,,,
,,,,-5.36436,,,
,,,,-5.125944,,,
,,,,-5.781588,,,
,,,,-5.900796,,,
,,,,-4.947132,,,
,,,,-5.423964,,,
,,,,-5.36436,,,
,,,,-5.423964,,,
,,,,-4.947132,,,
,,,,-5.06634,,,
,,,,-5.841192,,,
,,,,-5.36436,,,
,,,,-5.06634,,,
,,,,-4.649112,,,
,,,,-5.185548,,,
,,,,-5.185548,,,
,,,,-4.827924,,,
,,,,-5.245152,,,
,,,,-4.649112,,,
,,,,-4.708716,,,
,,,,-5.66238,,,
,,,,-5.602776,,,
,,,,-5.543172,,,
,,,,-5.66238,,,
,,,,-5.423964,,,
,,,,-5.006736,,,
,,,,-5.36436,,,
,,,,-5.721984,,,
,,,,-5.9604,,,
,,,,-5.125944,,,
,,,,-5.185548,,,
,,,,-5.602776,,,
,,,,-5.602776,,,
,,,,-5.304756,,,
,,,,-5.006736,,,
,,,,-5.304756,,,
,,,,-5.36436,,,
,,,,-4.649112,,,
,,,,-4.649112,,,
,,,,-4.708716,,,
,,,,-4.4703,,,
,,,,-5.245152,,,
,,,,-5.602776,,,
,,,,-5.423964,,,
,,,,-5.602776,,,
,,,,-5.543172,,,
,,,,-5.245152,,,
,,,,-5.006736,,,
,,,,-5.602776,,,
,,,,-5.781588,,,
,,,,-5.245152,,,
,,,,-5.483568,,,
,,,,-5.245152,,,
,,,,-5.06634,,,
,,,,-5.06634,,,
,,,,-5.185548,,,
,,,,-5.602776,,,
,,,,-5.483568,,,
,,,,-4.827924,,,
,,,,-5.543172,,,
,,,,-6.079608,,,
,,,,-5.36436,,,
,,,,-4.708716,,,
,,,,-4.708716,,,
,,,,-5.483568,,,
,,,,-5.543172,,,
,,,,-5.721984,,,
,,,,-5.483568,,,
,,,,-4.827924,,,
,,,,-5.06634,,,
,,,,-5.36436,,,
,,,,-5.423964,,,
,,,,-5.304756,,,
,,,,-5.721984,,,
,,,,-5.483568,,,
,,,,-4.4703,,,
,,,,-4.887528,,,
,,,,-5.602776,,,
,,,,-5.185548,,,
,,,,-5.185548,,,
,,,,-4.947132,,,
,,,,-5.125944,,,
,,,,-5.9604,,,
,,,,-5.721984,,,
,,,,-5.125944,,,
,,,,-5.006736,,,
,,,,-5.006736,,,
,,,,-5.602776,,,
,,,,-5.423964,,,
,,,,-4.827924,,,
,,,,-5.006736,,,
,,,,-5.06634,,,
,,,,-5.125944,,,
,,,,-4.589508,,,
,,,,-4.708716,,,
,,,,-4.708716,,,
,,,,-4.351092,,,
,,,,-4.291488,,,
,,,,-4.529904,,,
,,,,-4.76832,,,
,,,,-3.814656,,,
,,,,-3.695448,,,
,,,,-3.57624,,,
,,,,-3.099408,,,
,,,,-3.755052,,,
,,,,-3.159012,,,
,,,,-2.264952,,,
,,,,-2.324556,,,
,,,,-0.357624,,,
,,,,1.251684,,,
,,,,2.860992,,,
,,,,6.675648,,,
,,,,10.609512,,,
,,,,15.258624,,,
,,,,22.470708,,,
,,,,32.48418,,,
,,,,46.908348,,,
,,,,64.96836,,,
,,,,87.975504,,,
,,,,117.539088,,,
,,,,146.745048,,,
,,,,151.632576,,,
,,,,87.200652,,,
,,,,-74.445396,,,
,,,,-186.381708,,,
,,,,-163.911,,,
,,,,-121.651764,,,
,,,,-96.55848,,,
,,,,-75.39906,,,
,,,,-59.246376,,,
,,,,-47.265972,,,
,,,,-37.2525,,,
,,,,-28.490712,,,
,,,,-21.874668,,,
,,,,-16.510308,,,
,,,,-12.934068,,,
,,,,-10.311492,,,
,,,,-8.821392,,,
,,,,-8.284956,,,
,,,,-7.629312,,,
,,,,-5.841192,,,
,,,,-5.543172,,,
,,,,-5.602776,,,
,,,,-5.245152,,,
,,,,-4.708716,,,
,,,,-4.887528,,,
,,,,-4.649112,,,
,,,,-4.112676,,,
,,,,-3.87426,,,
,,,,-4.231884,,,
,,,,-4.351092,,,
,,,,-3.27822,,,
,,,,-2.9802,,,
,,,,-3.397428,,,
,,,,-3.218616,,,
,,,,-2.9802,,,
,,,,-2.562972,,,
,,,,-2.860992,,,
,,,,-3.457032,,,
,,,,-2.920596,,,
,,,,-1.966932,,,
,,,,-2.264952,,,
,,,,-2.026536,,,
,,,,-1.549704,,,
,,,,-1.966932,,,
,,,,-2.562972,,,
,,,,-2.38416,,,
,,,,-2.503368,,,
,,,,-2.08614,,,
,,,,-1.907328,,,
,,,,-2.622576,,,
,,,,-2.324556,,,
,,,,-1.907328,,,
,,,,-1.311288,,,
,,,,-1.251684,,,
,,,,-2.026536,,,
,,,,-1.78812,,,
,,,,-2.026536,,,
,,,,-2.026536,,,
,,,,-1.78812,,,
,,,,-1.847724,,,
,,,,-2.38416,,,
,,,,-2.503368,,,
,,,,-2.205348,,,
,,,,-2.08614,,,
,,,,-2.503368,,,
,,,,-2.264952,,,
,,,,-1.728516,,,
,,,,-1.907328,,,
,,,,-1.907328,,,
,,,,-1.668912,,,
,,,,-1.430496,,,
,,,,-0.953664,,,
,,,,-2.38416,,,
,,,,-2.443764,,,
,,,,-1.728516,,,
,,,,-2.324556,,,
,,,,-1.668912,,,
,,,,-1.430496,,,
,,,,-1.609308,,,
,,,,-1.370892,,,
,,,,-1.4901,,,
,,,,-1.78812,,,
,,,,-1.19208,,,
,,,,-1.251684,,,
,,,,-1.19208,,,
,,,,-1.013268,,,
,,,,-1.847724,,,
,,,,-1.728516,,,
,,,,-1.19208,,,
,,,,-1.19208,,,
,,,,-0.834456,,,
,,,,-0.774852,,,
,,,,-1.251684,,,
,,,,-1.19208,,,
,,,,-0.953664,,,
,,,,-0.834456,,,
,,,,-0.59604,,,
,,,,0.774852,,,
,,,,2.08614,,,
,,,,3.57624,,,
,,,,6.139212,,,
,,,,8.404164,,,
,,,,10.847928,,,
,,,,15.914268,,,
,,,,21.576648,,,
,,,,28.848336,,,
,,,,41.067156,,,
,,,,57.577464,,,
,,,,77.365992,,,
,,,,102.101652,,,
,,,,133.632168,,,
,,,,157.175748,,,
,,,,140.427024,,,
,,,,33.557052,,,
,,,,-133.989792,,,
,,,,-185.010816,,,
,,,,-141.023064,,,
,,,,-107.764032,,,
,,,,-85.352928,,,
,,,,-65.504796,,,
,,,,-51.795876,,,
,,,,-40.590324,,,
,,,,-30.815268,,,
,,,,-23.185956,,,
,,,,-17.225556,,,
,,,,-12.51684,,,
,,,,-9.477036,,,
,,,,-7.510104,,,
,,,,-5.66238,,,
,,,,-4.4703,,,
,,,,-3.755052,,,
,,,,-3.755052,,,
,,,,-3.635844,,,
,,,,-3.099408,,,
,,,,-2.503368,,,
,,,,-2.08614,,,
,,,,-1.907328,,,
,,,,-1.4901,,,
,,,,-1.430496,,,
,,,,-1.430496,,,
,,,,-0.89406,,,
,,,,-0.655644,,,
,,,,-0.774852,,,
,,,,-0.238416,,,
,,,,-0.238416,,,
,,,,0,,,
,,,,-0.536436,,,
,,,,-0.119208,,,
,,,,0.89406,,,
,,,,0.059604,,,
,,,,0.059604,,,
,,,,0.59604,,,
,,,,-0.178812,,,
,,,,0.417228,,,
,,,,1.013268,,,
,,,,0.536436,,,
,,,,0.178812,,,
,,,,0.357624,,,
,,,,0.119208,,,
,,,,0,,,
,,,,0.476832,,,
,,,,0,,,
,,,,-0.059604,,,
,,,,0.119208,,,
,,,,0.29802,,,
,,,,-0.119208,,,
,,,,-0.59604,,,
,,,,0,,,
,,,,0.476832,,,
,,,,0.417228,,,
,,,,0.059604,,,
,,,,-0.059604,,,
,,,,0.238416,,,
,,,,0.59604,,,
,,,,-0.536436,,,
,,,,-0.357624,,,
,,,,0.178812,,,
,,,,0,,,
,,,,-0.29802,,,
,,,,0.059604,,,
,,,,0.178812,,,
,,,,-0.29802,,,
,,,,-0.178812,,,
,,,,0,,,
,,,,0,,,
,,,,-0.119208,,,
,,,,-0.29802,,,
,,,,-0.357624,,,
,,,,-0.119208,,,
,,,,0.059604,,,
,,,,0.417228,,,
,,,,0.536436,,,
,,,,0,,,
,,,,0.178812,,,
,,,,0.417228,,,
,,,,0.357624,,,
,,,,0.178812,,,
,,,,-0.178812,,,
,,,,0.178812,,,
,,,,-0.357624,,,
,,,,-0.059604,,,
,,,,-0.059604,,,
,,,,-0.178812,,,
,,,,-0.476832,,,
,,,,-0.655644,,,
,,,,-0.89406,,,
,,,,-1.251684,,,
,,,,-0.953664,,,
,,,,-0.536436,,,
,,,,-0.655644,,,
,,,,-0.89406,,,
,,,,-0.715248,,,
,,,,-0.536436,,,
,,,,-0.953664,,,
,,,,-1.549704,,,
,,,,-0.655644,,,
,,,,0.059604,,,
,,,,-0.715248,,,
,,,,-0.417228,,,
,,,,-0.059604,,,
,,,,-0.059604,,,
,,,,-0.178812,,,
,,,,-0.059604,,,
,,,,0,,,
,,,,-0.536436,,,
,,,,-0.536436,,,
,,,,-0.59604,,,
,,,,-0.834456,,,
,,,,-0.357624,,,
,,,,0,,,
,,,,0.238416,,,
,,,,0.89406,,,
,,,,0.774852,,,
,,,,0.536436,,,
,,,,1.132476,,,
,,,,1.311288,,,
,,,,2.562972,,,
,,,,4.231884,,,
,,,,6.020004,,,
,,,,8.106144,,,
,,,,11.205552,,,
,,,,14.662584,,,
,,,,20.026944,,,
,,,,26.8218,,,
,,,,37.610124,,,
,,,,53.524392,,,
,,,,71.584404,,,
,,,,94.412736,,,
,,,,124.810776,,,
,,,,152.705448,,,
,,,,153.18228,,,
,,,,79.57134,,,
,,,,-86.366196,,,
,,,,-184.47438,,,
,,,,-154.731984,,,
,,,,-114.976116,,,
,,,,-91.074912,,,
,,,,-69.915492,,,
,,,,-53.405184,,,
,,,,-42.199632,,,
,,,,-32.901408,,,
,,,,-24.497244,,,
,,,,-18.000408,,,
,,,,-13.70892,,,
,,,,-9.655848,,,
,,,,-7.271688,,,
,,,,-5.36436,,,
,,,,-3.755052,,,
,,,,-2.801388,,,
,,,,-2.741784,,,
,,,,-2.741784,,,
,,,,-2.443764,,,
,,,,-2.026536,,,
,,,,-1.251684,,,
,,,,-1.251684,,,
,,,,-0.89406,,,
,,,,-0.119208,,,
,,,,-0.536436,,,
,,,,-0.715248,,,
,,,,0,,,
,,,,0.238416,,,
,,,,0.59604,,,
,,,,1.013268,,,
,,,,0.655644,,,
,,,,0.417228,,,
,,,,0.953664,,,
,,,,1.072872,,,
,,,,0.715248,,,
,,,,0.774852,,,
,,,,1.013268,,,
,,,,0.715248,,,
,,,,1.19208,,,
,,,,0.834456,,,
,,,,0.834456,,,
,,,,1.072872,,,
,,,,0.29802,,,
,,,,0.655644,,,
,,,,0.89406,,,
,,,,0.774852,,,
,,,,0.89406,,,
,,,,1.132476,,,
,,,,0.476832,,,
,,,,0.834456,,,
,,,,0.357624,,,
,,,,-0.238416,,,
,,,,0.536436,,,
,,,,0.834456,,,
,,,,0.655644,,,
,,,,0.536436,,,
,,,,1.072872,,,
,,,,0.715248,,,
,,,,-0.238416,,,
,,,,-0.178812,,,
,,,,-0.119208,,,
,,,,0.417228,,,
,,,,0.715248,,,
,,,,0.238416,,,
,,,,-0.059604,,,
,,,,0.655644,,,
,,,,1.132476,,,
,,,,0,,,
,,,,-0.059604,,,
,,,,0.59604,,,
,,,,0.417228,,,
,,,,0.834456,,,
,,,,0.536436,,,
,,,,-0.059604,,,
,,,,0,,,
,,,,0.119208,,,
,,,,-0.655644,,,
,,,,-0.476832,,,
,,,,-0.238416,,,
,,,,0.119208,,,
,,,,0.715248,,,
,,,,0.476832,,,
,,,,-0.476832,,,
,,,,-0.89406,,,
,,,,-0.417228,,,
,,,,-0.29802,,,
,,,,-0.119208,,,
,,,,-0.655644,,,
,,,,-0.59604,,,
,,,,-0.119208,,,
,,,,0.178812,,,
,,,,-0.417228,,,
,,,,-0.357624,,,
,,,,-0.238416,,,
,,,,-0.238416,,,
,,,,-0.417228,,,
,,,,0,,,
,,,,-0.178812,,,
,,,,-0.774852,,,
,,,,-0.59604,,,
,,,,-0.417228,,,
,,,,-0.059604,,,
,,,,-0.89406,,,
,,,,-0.29802,,,
,,,,-0.536436,,,
,,,,-0.536436,,,
,,,,0.357624,,,
,,,,0.059604,,,
,,,,-0.357624,,,
,,,,-0.536436,,,
,,,,-0.953664,,,
,,,,-0.953664,,,
,,,,-1.072872,,,
,,,,-0.774852,,,
,,,,-0.417228,,,
,,,,-0.655644,,,
,,,,-0.834456,,,
,,,,-0.476832,,,
,,,,-0.834456,,,
,,,,-1.132476,,,
,,,,-1.251684,,,
,,,,-1.251684,,,
,,,,-1.311288,,,
,,,,-1.549704,,,
,,,,-1.072872,,,
,,,,-1.251684,,,
,,,,-1.311288,,,
,,,,-1.311288,,,
,,,,-1.668912,,,
,,,,-1.013268,,,
,,,,-1.132476,,,
,,,,-1.907328,,,
,,,,-1.78812,,,
,,,,-1.907328,,,
,,,,-2.205348,,,
,,,,-2.205348,,,
,,,,-1.78812,,,
,,,,-2.08614,,,
,,,,-1.907328,,,
,,,,-1.966932,,,
,,,,-1.847724,,,
,,,,-1.430496,,,
,,,,-1.907328,,,
,,,,-2.443764,,,
,,,,-1.430496,,,
,,,,-1.072872,,,
,,,,-2.026536,,,
,,,,-2.443764,,,
,,,,-2.264952,,,
,,,,-2.264952,,,
,,,,-2.145744,,,
,,,,-1.549704,,,
,,,,-2.08614,,,
,,,,-1.907328,,,
,,,,-1.609308,,,
,,,,-2.205348,,,
,,,,-2.860992,,,
,,,,-2.860992,,,
,,,,-2.503368,,,
,,,,-2.860992,,,
,,,,-3.57624,,,
,,,,-3.039804,,,
,,,,-2.38416,,,
,,,,-2.503368,,,
,,,,-2.9802,,,
,,,,-2.38416,,,
,,,,-2.38416,,,
,,,,-2.622576,,,
,,,,-2.08614,,,
,,,,-2.38416,,,
,,,,-2.324556,,,
,,,,-2.264952,,,
,,,,-2.205348,,,
,,,,-1.966932,,,
,,,,-1.907328,,,
,,,,-2.205348,,,
,,,,-2.443764,,,
,,,,-2.145744,,,
,,,,-2.622576,,,
,,,,-2.801388,,,
,,,,-2.38416,,,
,,,,-2.9802,,,
,,,,-2.38416,,,
,,,,-2.622576,,,
,,,,-2.741784,,,
,,,,-3.159012,,,
,,,,-3.635844,,,
,,,,-3.218616,,,
,,,,-2.741784,,,
,,,,-2.920596,,,
,,,,-3.099408,,,
,,,,-2.38416,,,
,,,,-2.264952,,,
,,,,-2.801388,,,
,,,,-2.801388,,,
,,,,-2.562972,,,
,,,,-2.264952,,,
,,,,-2.443764,,,
,,,,-2.741784,,,
,,,,-2.503368,,,
,,,,-2.503368,,,
,,,,-2.503368,,,
,,,,-2.68218,,,
,,,,-2.68218,,,
,,,,-2.503368,,,
,,,,-1.78812,,,
,,,,-2.08614,,,
,,,,-1.966932,,,
,,,,-1.549704,,,
,,,,-1.251684,,,
,,,,-0.238416,,,
,,,,0.715248,,,
,,,,1.609308,,,
,,,,4.053072,,,
,,,,7.212084,,,
,,,,10.907532,,,
,,,,14.781792,,,
,,,,20.921004,,,
,,,,29.384772,,,
,,,,41.186364,,,
,,,,57.875484,,,
,,,,77.4852,,,
,,,,103.591752,,,
,,,,135.122268,,,
,,,,155.208816,,,
,,,,129.877116,,,
,,,,10.549908,,,
,,,,-150.20208,,,
,,,,-182.805468,,,
,,,,-137.446824,,,
,,,,-106.333536,,,
,,,,-83.624412,,,
,,,,-64.551132,,,
,,,,-51.080628,,,
,,,,-40.411512,,,
,,,,-31.530516,,,
,,,,-24.497244,,,
,,,,-18.656052,,,
,,,,-13.470504,,,
,,,,-10.490304,,,
,,,,-7.986936,,,
,,,,-6.973668,,,
,,,,-6.437232,,,
,,,,-4.947132,,,
,,,,-4.649112,,,
,,,,-4.947132,,,
,,,,-4.529904,,,
,,,,-3.814656,,,
,,,,-3.516636,,,
,,,,-2.622576,,,
,,,,-2.503368,,,
,,,,-3.039804,,,
,,,,-2.205348,,,
,,,,-1.19208,,,
,,,,-1.072872,,,
,,,,-0.655644,,,
,,,,-0.536436,,,
,,,,-0.059604,,,
,,,,0.238416,,,
,,,,0.89406,,,
,,,,2.38416,,,
,,,,3.516636,,,
,,,,5.185548,,,
,,,,7.927332,,,
,,,,11.32476,,,
,,,,15.079812,,,
,,,,20.384568,,,
,,,,27.000612,,,
,,,,37.014084,,,
,,,,52.034292,,,
,,,,71.22678,,,
,,,,95.127984,,,
,,,,125.526024,,,
,,,,153.122676,,,
,,,,152.526636,,,
,,,,76.88916,,,
,,,,-89.584812,,,
,,,,-183.997548,,,
,,,,-152.943864,,,
,,,,-114.14166,,,
,,,,-90.657684,,,
,,,,-69.43866,,,
,,,,-53.762808,,,
,,,,-42.199632,,,
,,,,-32.603388,,,
,,,,-24.080016,,,
,,,,-17.404368,,,
,,,,-12.81486,,,
,,,,-9.53664,,,
,,,,-6.973668,,,
,,,,-5.543172,,,
,,,,-4.589508,,,
,,,,-3.457032,,,
,,,,-3.159012,,,
,,,,-2.324556,,,
,,,,-1.19208,,,
,,,,-0.953664,,,
,,,,-0.357624,,,
,,,,-0.536436,,,
,,,,-0.357624,,,
,,,,0.119208,,,
,,,,-0.417228,,,
,,,,-0.357624,,,
,,,,-0.119208,,,
,,,,0.774852,,,
,,,,0.715248,,,
,,,,0.417228,,,
,,,,1.072872,,,
,,,,0.89406,,,
,,,,1.251684,,,
,,,,1.251684,,,
,,,,1.847724,,,
,,,,2.622576,,,
,,,,1.013268,,,
,,,,0.89406,,,
,,,,1.4901,,,
,,,,1.4901,,,
,,,,0.89406,,,
,,,,0.715248,,,
,,,,1.430496,,,
,,,,1.013268,,,
,,,,1.132476,,,
,,,,1.430496,,,
,,,,1.072872,,,
,,,,0.953664,,,
,,,,1.311288,,,
,,,,1.251684,,,
,,,,1.370892,,,
,,,,1.370892,,,
,,,,1.370892,,,
,,,,1.430496,,,
,,,,1.132476,,,
,,,,1.370892,,,
,,,,1.847724,,,
,,,,1.847724,,,
,,,,1.847724,,,
,,,,1.728516,,,
,,,,2.026536,,,
,,,,1.013268,,,
,,,,0.476832,,,
,,,,0.655644,,,
,,,,0.89406,,,
,,,,1.19208,,,
,,,,1.013268,,,
,,,,0.417228,,,
,,,,0.417228,,,
,,,,1.132476,,,
,,,,1.251684,,,
,,,,1.251684,,,
,,,,1.072872,,,
,,,,1.19208,,,
,,,,1.251684,,,
,,,,1.013268,,,
,,,,0.834456,,,
,,,,1.19208,,,
,,,,1.19208,,,
,,,,1.251684,,,
,,,,0.655644,,,
,,,,1.370892,,,
,,,,0.953664,,,
,,,,0.29802,,,
,,,,0.417228,,,
,,,,0.476832,,,
,,,,0.655644,,,
,,,,1.19208,,,
,,,,1.370892,,,
,,,,1.370892,,,
,,,,0.536436,,,
,,,,0.059604,,,
,,,,0.178812,,,
,,,,0.059604,,,
,,,,0,,,
,,,,0.536436,,,
,,,,0.715248,,,
,,,,0.29802,,,
,,,,0.119208,,,
,,,,0,,,
,,,,-0.178812,,,
,,,,-0.238416,,,
,,,,-0.655644,,,
,,,,0,,,
,,,,0.238416,,,
,,,,0,,,
,,,,-0.238416,,,
,,,,-0.715248,,,
,,,,-0.536436,,,
,,,,-0.29802,,,
,,,,-0.29802,,,
,,,,-0.357624,,,
,,,,-0.417228,,,
,,,,-0.29802,,,
,,,,0.29802,,,
,,,,0.059604,,,
,,,,-0.536436,,,
,,,,-0.834456,,,
,,,,-0.178812,,,
,,,,-0.178812,,,
,,,,-0.357624,,,
,,,,-0.536436,,,
,,,,-0.29802,,,
,,,,0,,,
,,,,0,,,
,,,,0.119208,,,
,,,,0.29802,,,
,,,,-0.119208,,,
,,,,0,,,
,,,,0.238416,,,
,,,,-0.059604,,,
,,,,-0.476832,,,
,,,,-0.953664,,,
,,,,-0.357624,,,
,,,,-0.357624,,,
,,,,-0.655644,,,
,,,,-1.013268,,,
,,,,-0.774852,,,
,,,,-0.655644,,,
,,,,-0.536436,,,
,,,,-0.655644,,,
,,,,-0.59604,,,
,,,,-0.119208,,,
,,,,-0.178812,,,
,,,,-0.655644,,,
,,,,-0.834456,,,
,,,,-0.476832,,,
,,,,-0.357624,,,
,,,,-0.238416,,,
,,,,-0.59604,,,
,,,,-0.59604,,,
,,,,-0.119208,,,
,,,,0.059604,,,
,,,,0.774852,,,
,,,,0.89406,,,
,,,,0.476832,,,
,,,,1.251684,,,
,,,,2.264952,,,
,,,,3.039804,,,
,,,,3.993468,,,
,,,,5.721984,,,
,,,,7.867728,,,
,,,,10.788324,,,
,,,,14.30496,,,
,,,,18.656052,,,
,,,,25.748928,,,
,,,,35.822004,,,
,,,,49.590528,,,
,,,,67.35252,,,
,,,,88.80996,,,
,,,,117.41988,,,
,,,,148.473564,,,
,,,,158.963868,,,
,,,,109.492548,,,
,,,,-39.994284,,,
,,,,-174.282096,,,
,,,,-167.308428,,,
,,,,-122.605428,,,
,,,,-96.55848,,,
,,,,-74.743416,,,
,,,,-57.100632,,,
,,,,-44.881812,,,
,,,,-35.106756,,,
,,,,-26.583384,,,
,,,,-19.490508,,,
,,,,-13.768524,,,
,,,,-9.477036,,,
,,,,-6.198816,,,
,,,,-4.708716,,,
,,,,-3.755052,,,
,,,,-2.741784,,,
,,,,-2.205348,,,
,,,,-1.78812,,,
,,,,-1.013268,,,
,,,,-0.417228,,,
,,,,-0.655644,,,
,,,,-0.357624,,,
,,,,-0.476832,,,
,,,,-0.238416,,,
,,,,-0.357624,,,
,,,,0.119208,,,
,,,,0.476832,,,
,,,,0.536436,,,
,,,,0.834456,,,
,,,,1.549704,,,
,,,,1.4901,,,
,,,,0.834456,,,
,,,,0.953664,,,
,,,,1.668912,,,
,,,,1.668912,,,
,,,,1.4901,,,
,,,,1.78812,,,
,,,,1.78812,,,
,,,,1.132476,,,
,,,,0.89406,,,
,,,,1.728516,,,
,,,,1.609308,,,
,,,,1.549704,,,
,,,,1.4901,,,
,,,,1.311288,,,
,,,,1.78812,,,
,,,,1.370892,,,
,,,,1.847724,,,
,,,,1.966932,,,
,,,,1.966932,,,
,,,,1.370892,,,
,,,,0.953664,,,
,,,,1.251684,,,
,,,,1.728516,,,
,,,,1.668912,,,
,,,,1.668912,,,
,,,,1.609308,,,
,,,,1.78812,,,
,,,,1.609308,,,
,,,,1.966932,,,
,,,,2.38416,,,
,,,,2.026536,,,
,,,,1.19208,,,
,,,,1.78812,,,
,,,,1.430496,,,
,,,,1.668912,,,
,,,,1.847724,,,
,,,,1.013268,,,
,,,,1.668912,,,
,,,,2.503368,,,
,,,,1.847724,,,
,,,,1.549704,,,
,,,,1.728516,,,
,,,,1.549704,,,
,,,,1.609308,,,
,,,,1.847724,,,
,,,,2.324556,,,
,,,,1.251684,,,
,,,,1.251684,,,
,,,,1.668912,,,
,,,,1.907328,,,
,,,,1.847724,,,
,,,,1.847724,,,
,,,,1.966932,,,
,,,,1.549704,,,
,,,,1.072872,,,
,,,,1.549704,,,
,,,,1.966932,,,
,,,,2.08614,,,
